Precio,NCuartos,Area,NBaños,Distrito,Amoblado,Mantenimiento,Cochera,Azotea
2400.0,3,292,2,Miraflores,,,,no
555.94,4,113,2,Santiago de Surco,,,,no
620.0,1,60,1.5,Miraflores,Amoblado: Sin amoblar,276,1,no
694.93,4,,2,Los Olivos,,,,no
1200.0,3,167,2.5,Miraflores,Amoblado: Amoblado,651,1,no
1600.0,3,204,3,Miraflores,Amoblado: Sin amoblar,948,2,no
389.16,3,66,2,Chorrillos,,,,no
800.0,3,100,3,Santiago de Surco,,,,no
600.0,1,35,1,Miraflores,Amoblado: Amoblado,169,,no
472.55,2,80,1,San Miguel,,,,no
180.68,2,70,1,Puente Piedra,,,,no
1200.0,3,125,,Miraflores,,,,no
152.88,2,60,1,Puente Piedra,,,,no
694.93,3,103,2,San Isidro,,,,no
416.96,2,90,1,San Martin de Porres,,,,no
800.0,2,59,2,Barranco,,,,no
1400.0,,154,,San Borja,,,,no
611.53,2,80,2,San Isidro,,,,no
2800.0,4,400,4.5,Santiago de Surco,Amoblado: Sin amoblar,2,3,no
25000.0,,1,,La Victoria,,,,no
416.96,2,85,,San Martin de Porres,,,,no
1500.0,3,136,3,Miraflores,,,,no
1400.0,2,154,3,San Isidro,,,,no
555.94,3,96,2,San Miguel,,,,no
681.03,2,80,2,Breña,Amoblado: Sin amoblar,,,no
1275.88,3,174,4,San Isidro,,,,no
980.0,2,126,2.5,Miraflores,,,,no
305.77,1,45,1,San Miguel,,,,no
650.0,2,75,1,Miraflores,,20,,no
2400.0,1,100,1,Miraflores,Amoblado: Amoblado,1,,no
1028.49,3,,3,Miraflores,,,,no
416.96,3,85,2,Comas,,,,no
361.36,3,,2,San Martin de Porres,,,,no
1463.23,4,200,3,San Isidro,Amoblado: Amoblado,,,no
1500.0,3,145,2.5,Miraflores,Amoblado: Amoblado,540,2,no
700.0,2,85,2,Miraflores,Amoblado: Semi-amoblado,,,no
555.94,1,40,1,Jesus Maria,Amoblado: Sin amoblar,150,,no
250.17,2,80,2,Los Olivos,,,,no
833.91,3,,3,Magdalena del Mar,,,,no
361.36,3,80,2,Los Olivos,,,,no
580.0,1,60,1,Miraflores,Amoblado: Amoblado,,,no
600.0,3,160,2,Punta Hermosa,,,,no
900.0,,51,,Barranco,,,,no
416.96,3,85,2,Comas,,,,no
800.0,3,130,3,San Borja,Amoblado: Sin amoblar,,1,no
416.96,1,36,1,Miraflores,,,,no
700.0,,45,,Miraflores,,,,no
1500.0,4,230,3,Miraflores,Amoblado: Amoblado,,1,no
950.0,3,,,San Isidro,,,,no
1900.0,2,190,,Miraflores,,,3,no
900.0,3,140,2,San Borja,Amoblado: Sin amoblar,,1,no
444.75,2,60,1,San Borja,,,,no
750.0,3,66,2,Lince,Amoblado: Sin amoblar,,1,no
950.0,3,163,2,Santiago de Surco,Amoblado: Sin amoblar,400,2,no
1800.0,3,187,3,Miraflores,Amoblado: Amoblado,528,2,no
1100.0,3,200,3,Santiago de Surco,Amoblado: Sin amoblar,,1,no
620.0,3,100,2,La Molina,,,,no
1400.0,4,180,5,Santiago de Surco,,300,,no
722.72,2,72,2,Jesus Maria,Amoblado: Amoblado,250,,si
650.0,1,40,1,Miraflores,Amoblado: Amoblado,220,1,si
2500.0,2,90,2,Jesus Maria,Amoblado: Semi-amoblado,240,1,no
639.33,3,111,3,Jesus Maria,Amoblado: Sin amoblar,150,,no
639.33,3,72,2,Magdalena del Mar,Amoblado: Semi-amoblado,195,,si
333.56,3,73,2,Comas,,,,no
372.48,3,83,2,Chaclacayo,Amoblado: Sin amoblar,130,,no
361.36,3,70,2,San Martin de Porres,Amoblado: Semi-amoblado,,,si
180.68,2,55,1,San Martin de Porres,Amoblado: Sin amoblar,,,si
597.64,2,84,2,San Borja,Amoblado: Sin amoblar,145,,si
650.0,3,160,2,Santiago de Surco,Amoblado: Sin amoblar,,,si
611.53,2,94,2,Jesus Maria,Amoblado: Sin amoblar,290,1,no
2200.0,3,187,3,Santiago de Surco,Amoblado: Amoblado,600,,no
680.0,1,62,1.5,Miraflores,Amoblado: Amoblado,230,1,no
900.0,3,110,3,Santiago de Surco,Amoblado: Amoblado,35,1,no
250.17,1,28,1,La Molina,Amoblado: Sin amoblar,,,si
378.04,2,56,1,La Molina,,,,no
1650.0,2,130,3,Miraflores,Amoblado: Amoblado,,,no
500.35,3,90,3,San Miguel,Amoblado: Sin amoblar,200,1,no
472.55,1,35,1,San Borja,Amoblado: Semi-amoblado,,,si
361.36,1,55,1,Lince,,1,,no
500.35,3,72,2,Chorrillos,Amoblado: Semi-amoblado,140,1,no
980.0,3,120,2,San Borja,Amoblado: Sin amoblar,330,2,no
1250.0,3,150,4,San Isidro,Amoblado: Amoblado,500,2,si
1500.0,4,245,4,Santiago de Surco,Amoblado: Semi-amoblado,450,2,no
900.0,1,65,1,Miraflores,Amoblado: Amoblado,300,1,si
277.97,1,30,1,Miraflores,Amoblado: Sin amoblar,250,,no
1800.0,3,423,4,Santiago de Surco,Amoblado: Sin amoblar,500,2,no
2500.0,3,248,2,San Borja,Amoblado: Sin amoblar,800,2,no
850.0,2,95,2,Miraflores,Amoblado: Amoblado,355,1,si
550.0,1,40,1,Barranco,Amoblado: Amoblado,200,1,no
900.0,4,200,3,Santiago de Surco,,,,si
1200.0,1,110,1,San Isidro,Amoblado: Amoblado,260,1,no
699.0,1,40,1,Barranco,Amoblado: Amoblado,230,,no
900.0,3,99,4,Lince,,380,1,no
2500.0,4,360,6,Miraflores,Amoblado: Amoblado,800,2,no
1390.0,3,167,4,Santiago de Surco,,800,2,no
694.93,3,80,2,Jesus Maria,,200,,si
500.35,3,73,2,Santiago de Surco,Amoblado: Sin amoblar,250,1,no
820.0,3,111,4,San Borja,Amoblado: Sin amoblar,550,2,no
1800.0,3,215,4,Santiago de Surco,Amoblado: Sin amoblar,850,2,no
1000.0,2,100,3,,Amoblado: Amoblado,350,1,no
444.75,2,58,2,Breña,Amoblado: Sin amoblar,200,1,no
750.0,2,77,2,Jesus Maria,Amoblado: Semi-amoblado,170,1,no
650.0,1,41,1,Barranco,Amoblado: Amoblado,200,,no
694.93,3,70,1,Miraflores,Amoblado: Sin amoblar,250,,no
1111.88,3,230,2,Santiago de Surco,Amoblado: Sin amoblar,400,2,no
1150.0,3,144,3,San Borja,Amoblado: Sin amoblar,600,1,no
570.0,3,120,2,,Amoblado: Sin amoblar,150,,no
583.74,2,75,1,Surquillo,Amoblado: Semi-amoblado,150,1,no
950.0,3,99,3,Lince,Amoblado: Sin amoblar,380,,no
694.93,3,79,2,Magdalena del Mar,Amoblado: Amoblado,200,,no
555.94,2,57,2,Breña,Amoblado: Sin amoblar,200,1,si
1000.0,1,88,2,San Isidro,Amoblado: Sin amoblar,,1,no
1400.0,3,135,3,Miraflores,Amoblado: Amoblado,250,2,no
611.53,3,75,2,Breña,Amoblado: Semi-amoblado,250,,si
600.0,1,50,1,Magdalena del Mar,Amoblado: Semi-amoblado,200,2,no
1500.0,2,96,2,Miraflores,Amoblado: Amoblado,500,1,no
1250.0,1,105,2,Miraflores,Amoblado: Amoblado,680,2,no
2200.0,3,100,3,San Bartolo,Amoblado: Amoblado,400,1,no
690000.0,3,350,,San Borja,,,,si
667.13,1,40,1,Barranco,Amoblado: Amoblado,200,1,no
333.56,3,65,2,Chaclacayo,Amoblado: Sin amoblar,150,,no
555.94,3,80,2,Magdalena del Mar,Amoblado: Sin amoblar,250,,no
1000.0,2,119,3,Miraflores,Amoblado: Sin amoblar,700,1,no
4000.0,3,358,4,San Isidro,Amoblado: Amoblado,,,no
600.0,2,60,1,Miraflores,Amoblado: Amoblado,170,,no
500.35,3,75,2,Lince,Amoblado: Sin amoblar,160,,si
1100.0,1,104,2,Santiago de Surco,Amoblado: Semi-amoblado,425,,no
1080.0,2,125,3,Miraflores,,400,1,si
305.77,3,75,1,Los Olivos,Amoblado: Semi-amoblado,,,si
880.0,3,98,3,Barranco,Amoblado: Amoblado,500,,si
542.04,2,50,2,San Borja,Amoblado: Semi-amoblado,,1,no
1100.0,1,104,2,Santiago de Surco,Amoblado: Semi-amoblado,425,,no
806.11,2,123,2,Miraflores,Amoblado: Sin amoblar,700,2,no
597.64,3,110,2,Santiago de Surco,Amoblado: Sin amoblar,300,1,no
416.96,1,35,1,Pueblo Libre,Amoblado: Amoblado,150,,no
1350.0,3,180,3,Miraflores,Amoblado: Sin amoblar,700,2,no
1250.0,2,119,2,Miraflores,Amoblado: Amoblado,500,2,no
1700.0,2,118,3,Miraflores,Amoblado: Amoblado,,2,no
1300.0,4,250,5,Santiago de Surco,Amoblado: Sin amoblar,550,2,no
1500.0,3,180,2,San Isidro,Amoblado: Sin amoblar,450,,no
2500.0,3,300,4,San Isidro,Amoblado: Sin amoblar,677,2,no
1503.0,3,140,3,San Isidro,Amoblado: Amoblado,,2,no
500.0,1,45,1,Lince,,146,,si
430.0,1,42,1,Barranco,,200,,no
800.0,3,90,2,Miraflores,,350,2,no
2300.0,3,252,4,Santiago de Surco,Amoblado: Amoblado,700,,no
416.96,1,34,1,Pueblo Libre,,150,1,no
1100.0,3,147,2,Santiago de Surco,Amoblado: Sin amoblar,600,2,no
583.74,3,102,2,La Molina,Amoblado: Sin amoblar,320,2,no
900.0,2,115,3,San Isidro,Amoblado: Amoblado,601,1,no
889.5,4,220,4,Magdalena del Mar,Amoblado: Amoblado,420,2,no
1600.0,4,240,4,Santiago de Surco,Amoblado: Sin amoblar,580,2,no
694.93,3,95,2,Jesus Maria,Amoblado: Amoblado,200,1,no
750.0,2,71,2,Miraflores,,275,,no
528.14,2,70,3,Lince,Amoblado: Sin amoblar,220,,no
611.53,2,98,2,Santiago de Surco,Amoblado: Semi-amoblado,150,1,no
1400.0,4,177,4,Santiago de Surco,Amoblado: Sin amoblar,450,2,si
555.94,2,68,2,Jesus Maria,Amoblado: Sin amoblar,180,1,si
528.14,3,90,2,Jesus Maria,,200,,si
1900.0,4,220,3,San Isidro,Amoblado: Amoblado,780,2,no
555.94,3,90,2,Jesus Maria,Amoblado: Sin amoblar,250,1,no
880.0,2,98,2.5,Miraflores,Amoblado: Amoblado,522,1,no
1500.0,3,160,5,Miraflores,Amoblado: Amoblado,200,2,no
1500.0,3,201,4,Santiago de Surco,Amoblado: Sin amoblar,550,2,no
1700.0,3,360,3,Santiago de Surco,Amoblado: Sin amoblar,530,2,no
458.65,1,50,1,Miraflores,Amoblado: Sin amoblar,237,1,no
889.5,2,96,2,Miraflores,Amoblado: Amoblado,300,1,no
2000.0,4,204,4,Miraflores,Amoblado: Amoblado,600,1,si
500.35,2,65,2,Lince,Amoblado: Sin amoblar,155,,si
600.0,1,100,1,Miraflores,Amoblado: Sin amoblar,200,1,no
1150.0,3,142,3,Miraflores,Amoblado: Sin amoblar,410,1,no
1050.0,3,127,2,Miraflores,Amoblado: Semi-amoblado,350,1,no
750.0,1,43,1,San Isidro,Amoblado: Amoblado,,,no
2400.0,3,190,3,Miraflores,Amoblado: Semi-amoblado,600,,no
890.0,3,118,4,Miraflores,Amoblado: Sin amoblar,650,2,no
550.0,2,70,1,Surquillo,Amoblado: Semi-amoblado,140,,no
444.75,2,60,1,Magdalena del Mar,Amoblado: Sin amoblar,180,,no
611.53,4,85,3,Lince,,250,1,no
1350.0,3,131,3,Miraflores,Amoblado: Sin amoblar,300,,no
750.0,1,59,1,San Isidro,Amoblado: Amoblado,,,no
1150.0,3,144,4,Santiago de Surco,,160,,no
555.94,2,96,1,La Molina,Amoblado: Semi-amoblado,,1,no
650.0,2,75,1,San Borja,Amoblado: Amoblado,,,no
540.0,1,50,1,Barranco,Amoblado: Amoblado,230,,no
555.94,2,96,1,La Molina,Amoblado: Semi-amoblado,,1,no
1100.0,3,145,4,Santiago de Surco,Amoblado: Sin amoblar,250,1,si
1000.0,3,110,1,Miraflores,Amoblado: Amoblado,150,,no
444.75,1,45,1,Pueblo Libre,Amoblado: Semi-amoblado,110,1,si
1100.0,3,140,3,Santiago de Surco,Amoblado: Sin amoblar,450,2,no
700.0,3,100,3,Santiago de Surco,Amoblado: Sin amoblar,350,2,no
600.0,2,38,1,San Isidro,Amoblado: Semi-amoblado,245,1,no
800.0,3,100,3,Miraflores,Amoblado: Sin amoblar,260,1,no
1200.0,3,150,3,San Isidro,Amoblado: Amoblado,615,2,no
1800.0,3,180,4,San Isidro,Amoblado: Amoblado,670,,si
1800.0,3,148,3,Miraflores,Amoblado: Amoblado,350,1,si
400.0,1,35,1,Barranco,Amoblado: Amoblado,,,no
3200.0,3,246,3.5,San Isidro,Amoblado: Amoblado,,,no
528.14,2,58,2,Cercado de Lima,,170,,no
1300.0,3,132,2,San Isidro,Amoblado: Sin amoblar,430,,no
555.94,2,65,2,Pueblo Libre,Amoblado: Sin amoblar,250,2,si
555.94,3,70,2,Lince,Amoblado: Sin amoblar,200,,no
528.14,1,50,1,Santiago de Surco,Amoblado: Amoblado,200,,no
775.0,1,88,2,Barranco,Amoblado: Sin amoblar,130,1,no
1500.0,3,196,3,Miraflores,Amoblado: Semi-amoblado,,2,no
611.53,3,70,2,Jesus Maria,Amoblado: Sin amoblar,100,,no
440.0,1,50,1,Miraflores,Amoblado: Semi-amoblado,,,no
1150.0,3,130,3,Miraflores,Amoblado: Semi-amoblado,740,2,no
750.0,3,122,3,Santiago de Surco,Amoblado: Amoblado,350,1,no
361.36,1,44,1,Pueblo Libre,Amoblado: Sin amoblar,,,no
611.53,1,47,2,Jesus Maria,Amoblado: Sin amoblar,150,,no
611.53,2,96,3,Santiago de Surco,,,,no
1000.0,1,50,,San Isidro,Amoblado: Amoblado,,,no
600.0,2,70,2,Barranco,Amoblado: Sin amoblar,,1,no
1800.0,3,200,3,Miraflores,Amoblado: Sin amoblar,600,,no
890.0,3,118,3,Santiago de Surco,Amoblado: Sin amoblar,360,2,no
403.06,3,80,1,La Molina,,100,1,no
2500.0,3,307,4,San Isidro,Amoblado: Sin amoblar,1,,no
700.0,1,70,1,Barranco,Amoblado: Amoblado,300,1,no
750.0,1,80,2,Miraflores,Amoblado: Sin amoblar,220,1,no
600.0,2,70,1,Miraflores,,345,,no
500.35,2,103,1,San Luis,Amoblado: Amoblado,,,no
1500.0,2,60,1,Surquillo,Amoblado: Sin amoblar,140,,no
480.0,3,85,2,Santiago de Surco,Amoblado: Semi-amoblado,220,1,no
583.74,3,105,2,Santiago de Surco,Amoblado: Semi-amoblado,,3,no
900.0,2,90,3,Miraflores,Amoblado: Amoblado,300,,no
1250.0,3,130,2,Barranco,Amoblado: Amoblado,548,1,no
611.53,3,75,2,Breña,Amoblado: Semi-amoblado,250,,si
458.65,3,85,2,Santiago de Surco,Amoblado: Sin amoblar,150,,no
528.14,1,42,1,Surquillo,Amoblado: Sin amoblar,,1,no
500.35,3,74,2,Santiago de Surco,Amoblado: Semi-amoblado,160,1,no
700.0,1,60,1,Santiago de Surco,Amoblado: Amoblado,190,1,no
560.0,2,55,1,Surquillo,Amoblado: Sin amoblar,200,,si
1200.0,2,96,2,Miraflores,Amoblado: Amoblado,250,,no
500.35,2,78,1,Pueblo Libre,Amoblado: Sin amoblar,180,,no
430.85,2,64,2,Lince,Amoblado: Sin amoblar,,,si
800.0,3,130,3,Miraflores,Amoblado: Sin amoblar,250,1,no
1850.0,3,175,4,San Isidro,Amoblado: Semi-amoblado,420,,no
430.85,2,61,2,Lince,Amoblado: Sin amoblar,,,si
800.0,2,85,2,Miraflores,Amoblado: Amoblado,400,1,no
600.0,2,65,2,Barranco,Amoblado: Amoblado,190,,no
472.55,1,50,1,Breña,,,,si
2500.0,3,204,4,Santiago de Surco,,,,no
1000.0,3,98,2,Jesus Maria,Amoblado: Amoblado,320,,no
3200.0,4,506,5,Santiago de Surco,,1,,no
389.16,2,73,1,,Amoblado: Sin amoblar,60,,si
3000.0,3,249,3,San Isidro,,,,no
1000.0,3,120,2,Miraflores,Amoblado: Amoblado,490,1,no
750.0,3,87,3,Jesus Maria,,,,no
650.0,1,55,1,Santiago de Surco,,130,1,no
528.14,1,60,1,San Miguel,,,,no
550.0,1,45,1,Barranco,Amoblado: Amoblado,160,,no
900.0,6,175,2,Ate,,,,no
850.0,1,57,1,Miraflores,Amoblado: Amoblado,270,,no
650.0,2,55,1,Surquillo,Amoblado: Sin amoblar,190,,no
736.62,2,90,2,Santiago de Surco,Amoblado: Sin amoblar,,2,no
650.0,1,100,1,Miraflores,Amoblado: Semi-amoblado,200,,no
650.0,3,110,3,La Molina,Amoblado: Sin amoblar,250,1,no
640.0,2,60,1,Miraflores,Amoblado: Semi-amoblado,196,,no
800.0,3,95,3,Miraflores,Amoblado: Amoblado,150,,no
458.65,2,57,,Jesus Maria,Amoblado: Sin amoblar,150,,no
699.0,2,70,2,Miraflores,,300,1,no
650.0,1,65,1,Barranco,Amoblado: Amoblado,330,1,no
694.93,2,100,2,Santiago de Surco,Amoblado: Sin amoblar,,,no
1200.0,3,103,2,Miraflores,Amoblado: Amoblado,350,,no
1100.0,3,198,3,Miraflores,,,,no
950.0,3,150,4,Miraflores,Amoblado: Sin amoblar,380,2,no
1550.0,2,154,3,San Isidro,,,,no
600.0,3,82,2,Barranco,Amoblado: Sin amoblar,120,1,no
850.0,1,57,1,Miraflores,Amoblado: Amoblado,270,,no
445.0,1,40,1,Surquillo,Amoblado: Semi-amoblado,200,,si
750.0,3,90,2,Barranco,Amoblado: Sin amoblar,300,,no
850.0,2,128,2,San Isidro,Amoblado: Amoblado,600,,no
1500.0,3,240,5,La Molina,Amoblado: Semi-amoblado,260,,no
800.0,3,110,3,Surquillo,Amoblado: Amoblado,220,1,no
850.0,1,57,1,Miraflores,Amoblado: Amoblado,270,,no
2700.0,3,362,5,Santiago de Surco,,,,no
850.0,3,126,3,Surquillo,Amoblado: Sin amoblar,250,1,no
890.0,2,90,2,Miraflores,Amoblado: Amoblado,275,,no
1300.0,3,171,3,Miraflores,,,,no
403.06,3,67,2,Chorrillos,Amoblado: Sin amoblar,140,,no
850.0,3,91,3,Miraflores,Amoblado: Amoblado,270,1,no
1167.47,3,220,,Miraflores,,,,no
1500.0,2,150,2,San Isidro,,500,1,no
444.75,2,80,2,Santiago de Surco,Amoblado: Sin amoblar,,,no
472.55,2,70,2,Santiago de Surco,Amoblado: Semi-amoblado,180,1,no
750.52,2,65,2,Miraflores,,,,no
1150.0,2,100,2,Barranco,,,,no
780.0,3,80,3,Miraflores,,300,,no
694.93,3,80,2,Lince,,,,si
833.91,3,110,3,Miraflores,Amoblado: Amoblado,,1,no
880.0,3,100,2,Miraflores,Amoblado: Sin amoblar,700,1,no
650.0,3,86,2,Magdalena del Mar,Amoblado: Sin amoblar,230,1,no
840.0,2,85,3,Miraflores,Amoblado: Amoblado,300,1,no
550.0,3,82,2,Surquillo,Amoblado: Sin amoblar,320,1,no
361.36,3,110,3,San Juan de Miraflores,,,,no
600.0,3,115,2,Surquillo,Amoblado: Sin amoblar,150,1,no
800.0,2,128,2,Miraflores,Amoblado: Amoblado,280,,no
277.97,2,80,1,San Juan de Lurigancho,,,,no
730.0,3,96,2,Miraflores,Amoblado: Sin amoblar,328,1,no
550.0,2,70,1,Surquillo,Amoblado: Sin amoblar,140,,no
750.0,1,55,2,Barranco,,,,no
430.85,3,80,1,Pueblo Libre,,,,no
889.5,3,110,3,Miraflores,Amoblado: Amoblado,,1,no
1600.0,3,200,2,San Isidro,Amoblado: Sin amoblar,550,2,no
500.0,2,55,1,Santiago de Surco,,,,no
690.0,3,91,2,Miraflores,Amoblado: Sin amoblar,500,1,no
1000.0,2,96,2,Miraflores,Amoblado: Amoblado,466,1,no
583.74,2,64,1,Surquillo,,,,no
1350.0,3,240,3,San Isidro,Amoblado: Sin amoblar,450,,no
470.0,2,100,1,La Molina,Amoblado: Sin amoblar,,1,no
850.0,2,85,2,Miraflores,Amoblado: Amoblado,405,1,no
900.0,3,100,2,Miraflores,Amoblado: Amoblado,200,1,no
950.0,3,177,2,Miraflores,,350,1,no
1300.0,4,180,4,Miraflores,Amoblado: Amoblado,550,1,no
1167.47,2,96,1,,Amoblado: Sin amoblar,,,no
700.0,1,60,1,Miraflores,Amoblado: Amoblado,326,1,no
555.94,3,80,4,San Borja,Amoblado: Sin amoblar,40,,no
750.0,1,50,1,Barranco,,,,no
555.0,1,48,1,Miraflores,Amoblado: Sin amoblar,150,,no
2200.0,3,222,3,San Isidro,,700,3,no
790.0,2,72,2,San Isidro,Amoblado: Sin amoblar,185,1,no
700.0,1,46,1,San Isidro,,280,1,no
1000.0,2,60,1,Miraflores,Amoblado: Amoblado,360,1,no
950.0,4,145,4,Santiago de Surco,,,,no
900.0,2,83,2,Miraflores,,,,no
500.35,2,77,1,Jesus Maria,Amoblado: Semi-amoblado,80,,no
1300.0,4,350,3,Miraflores,Amoblado: Sin amoblar,,3,no
416.96,3,150,1,Comas,,,,no
1000.0,2,112,2,San Borja,,,,no
750.0,1,45,1,Barranco,,,,no
694.93,3,80,2,Surquillo,,,,no
690.0,1,40,1,Magdalena del Mar,,,,no
1100.0,2,90,3,Miraflores,Amoblado: Amoblado,,,no
736.62,4,93,3,Surquillo,,,,no
333.56,2,60,,San Miguel,,,,no
640.0,3,80,2,San Borja,,,,no
750.0,1,50,1,Barranco,,,,no
416.96,2,75,2,San Miguel,Amoblado: Sin amoblar,,,si
778.32,3,148,2,Miraflores,,,,no
611.53,3,100,2,Santiago de Surco,,,,no
277.97,2,80,1,San Juan de Lurigancho,,,,no
1000.0,2,100,2,San Isidro,Amoblado: Amoblado,469,1,no
3000.0,4,600,5,Chorrillos,,,,no
889.5,3,143,2,San Borja,,,,no
500.35,3,100,2,Santiago de Surco,Amoblado: Sin amoblar,,1,no
850.0,2,85,2,Miraflores,Amoblado: Amoblado,405,1,no
550.0,1,59,2,Miraflores,,,,no
1200.0,1,70,1,Miraflores,,,,no
850.0,2,69,2,Jesus Maria,Amoblado: Amoblado,220,1,si
847.81,2,86,2,San Isidro,,,,no
2500.0,3,200,3,San Isidro,,1,2,no
806.11,1,70,1,Miraflores,Amoblado: Semi-amoblado,,,no
2500.0,4,247,4,San Isidro,,,,no
450.0,1,51,2,Pueblo Libre,,,,no
222.38,2,52,1,Villa El Salvador,,,,no
850.0,3,140,3,Miraflores,,,,no
1500.0,3,170,3,Barranco,,,,no
1050.0,2,90,2,Miraflores,,,,no
667.13,2,100,2,Miraflores,,,,no
1400.0,3,128,3,Magdalena del Mar,,,,no
1300.0,2,103,3,Miraflores,,,,no
1600.0,3,180,5,Santiago de Surco,Amoblado: Amoblado,700,,no
1200.0,2,90,1,San Isidro,,,,no
1250.0,3,130,3,Magdalena del Mar,,,,no
611.53,3,120,2,Chorrillos,,,,no
277.97,1,45,,San Isidro,,1,,no
347.46,2,65,2,El Agustino,,,,no
500.35,3,72,2,Santiago de Surco,,180,1,no
1050.0,3,200,4,San Borja,,,,no
330000.0,2,133,2,Barranco,Amoblado: Sin amoblar,,2,no
700.0,1,60,1,Miraflores,,,,no
900.0,3,110,2,Miraflores,Amoblado: Amoblado,150,,no
650.0,2,75,3,Miraflores,Amoblado: Semi-amoblado,446,1,no
600.0,1,70,1,Lince,,,,no
1000.0,1,87,2,Miraflores,,,,no
639.33,2,65,1,Santiago de Surco,Amoblado: Semi-amoblado,130,,no
555.94,4,84,2,San Borja,,,,no
900.0,3,100,3,Miraflores,,,,no
416.96,3,80,2,San Miguel,Amoblado: Sin amoblar,,,no
800.0,3,100,3,Miraflores,,,,no
1160.0,1,90,1,Chorrillos,,,,no
900.0,2,90,3,Miraflores,,,,no
850.0,5,165,,San Miguel,,,,no
277.97,2,60,1,San Miguel,Amoblado: Sin amoblar,,,no
1200.0,3,93,2,Santiago de Surco,,,,no
900.0,2,97,2,La Molina,,300,,no
650.0,2,80,1,Miraflores,,,,no
277.97,1,40,1,San Miguel,Amoblado: Sin amoblar,,,no
3200.0,3,219,3,Miraflores,,,,no
720.0,2,81,2,Miraflores,,,,no
386.38,3,110,2,Ate,Amoblado: Sin amoblar,80,,no
850.0,4,100,3,Miraflores,,,,no
250.17,1,38,1,San Borja,Amoblado: Sin amoblar,,,no
600.0,2,70,1,Miraflores,,,,no
305.77,1,50,1,San Isidro,Amoblado: Sin amoblar,,1,no
750.0,1,80,2,Barranco,,,,no
264.07,1,35,1,Jesus Maria,Amoblado: Sin amoblar,,,no
236.27,1,30,1,Miraflores,Amoblado: Sin amoblar,,,no
764.42,2,95,2,Miraflores,,,,no
800.0,3,110,3,San Borja,,,,no
650.0,2,45,2,Miraflores,,,,no
264.07,1,50,1,San Luis,Amoblado: Sin amoblar,,,no
590.0,1,65,1,Lince,,,,no
333.56,2,60,1,Santiago de Surco,Amoblado: Sin amoblar,,,no
305.77,1,49,2,Chorrillos,,,,no
277.97,2,50,1,Pueblo Libre,Amoblado: Sin amoblar,,,no
464.21,2,100,1,Lince,,,,no
333.56,2,80,1,Surquillo,Amoblado: Sin amoblar,,,no
750.0,3,120,3,Santiago de Surco,Amoblado: Sin amoblar,170,2,no
1945.79,3,175,4,San Borja,,,,no
236.27,1,50,1,Pueblo Libre,Amoblado: Sin amoblar,,,no
236.27,1,35,1,Santiago de Surco,Amoblado: Sin amoblar,,,no
1600.0,3,180,4,Miraflores,Amoblado: Amoblado,650,,no
361.36,2,70,1,La Molina,,,,no
333.56,2,80,2,Magdalena del Mar,Amoblado: Sin amoblar,,,no
465000.0,3,159,3,Santiago de Surco,,,,no
208.48,1,38,1,Pueblo Libre,Amoblado: Sin amoblar,,,no
208.48,1,30,1,Surquillo,Amoblado: Sin amoblar,,,no
222.38,1,30,1,Magdalena del Mar,Amoblado: Sin amoblar,,,no
611.53,1,47,2,Jesus Maria,Amoblado: Sin amoblar,150,,no
222.38,1,45,1,La Victoria,Amoblado: Sin amoblar,,,no
528.14,3,,2,San Miguel,,,,no
361.36,2,90,1,Breña,Amoblado: Sin amoblar,,,no
600.0,2,70,1,Miraflores,,,,no
800.0,2,,2,San Isidro,,,,no
361.36,3,75,1,San Miguel,Amoblado: Sin amoblar,,,no
361.36,2,60,1,Magdalena del Mar,Amoblado: Sin amoblar,,,no
250.17,1,40,1,Lince,Amoblado: Sin amoblar,,,no
1200.0,3,120,4,Miraflores,Amoblado: Amoblado,300,1,no
222.38,1,40,1,Breña,Amoblado: Sin amoblar,,,no
540.0,2,59,2,Lince,,,,no
333.56,2,60,1,La Victoria,Amoblado: Sin amoblar,,,no
277.97,2,60,1,San Miguel,Amoblado: Sin amoblar,,,no
416.96,2,70,2,San Miguel,,,,no
333.56,2,60,2,Jesus Maria,Amoblado: Sin amoblar,,,no
1300.0,3,114,3,San Isidro,,,,no
236.27,1,35,1,San Miguel,Amoblado: Sin amoblar,,,no
514.24,3,79,,Santiago de Surco,,,,no
264.07,3,80,1,Jesus Maria,Amoblado: Sin amoblar,,,no
800.0,4,,4,Barranco,,,,no
1750.0,3,,4,San Isidro,,,,no
550.0,2,75,1,Jesus Maria,Amoblado: Amoblado,,10,si
639.33,2,80,2,Magdalena del Mar,Amoblado: Semi-amoblado,300,1,si
528.14,2,70,2,Pueblo Libre,,200,1,si
1000.0,3,90,2,Santiago de Surco,Amoblado: Amoblado,340,1,no
1400.0,3,82,2,Pueblo Libre,Amoblado: Amoblado,,,si
500.35,1,45,1,Lince,Amoblado: Amoblado,250,1,no
1389.85,4,145,4,San Isidro,Amoblado: Amoblado,420,,si
2500.0,5,300,6,Punta Hermosa,Amoblado: Amoblado,450,3,no
472.55,3,75,3,San Bartolo,Amoblado: Amoblado,50,2,no
2500.0,3,220,3,Santiago de Surco,Amoblado: Semi-amoblado,,,no
950.0,3,127,5,San Borja,,120,1,no
45.0,2,65,2,San Isidro,Amoblado: Amoblado,,,no
1450.0,3,82,2,Pueblo Libre,Amoblado: Amoblado,,,si
