Precio,NCuartos,Area,NBaños,Distrito,Amoblado,Mantenimiento,Cochera,Azotea
900.0,2,115,2,Miraflores,Amoblado: Sin amoblar,300,1,no
1000.0,3,114,2,Miraflores,Amoblado: Sin amoblar,340,,no
1400.0,3,214,,Santiago de Surco,,680,,no
1590.0,3,172,4,Miraflores,Amoblado: Amoblado,450,2,no
800.0,3,140,2.5,Miraflores,Amoblado: Sin amoblar,450,2,no
950.0,2,120,3,Miraflores,Amoblado: Amoblado,,,no
800.0,3,80,2,Surquillo,Amoblado: Sin amoblar,260,,no
750.0,1,45,1,Miraflores,Amoblado: Amoblado,230,,no
972.9,2,90,2,Miraflores,Amoblado: Amoblado,350,2,no
1390.0,2,120,2.5,Miraflores,Amoblado: Amoblado,450,3,no
790.0,2,95,2,San Isidro,Amoblado: Sin amoblar,350,,no
900.0,2,67,1,San Isidro,Amoblado: Semi-amoblado,450,1,no
1000.0,3,130,2.5,Miraflores,Amoblado: Amoblado,400,2,no
750.52,2,76,2,San Borja,Amoblado: Sin amoblar,,1,no
1000.0,3,101,2,Miraflores,Amoblado: Sin amoblar,,1,no
444.75,2,72,2,San Miguel,,,,no
750.0,2,70,2,Barranco,Amoblado: Amoblado,300,1,no
1800.0,3,270,3,Miraflores,Amoblado: Amoblado,500,2,no
1100.0,3,160,2.5,Santiago de Surco,Amoblado: Sin amoblar,690,2,no
700.0,3,101,2,Santiago de Surco,Amoblado: Sin amoblar,300,,no
800.0,3,130,2,Miraflores,Amoblado: Sin amoblar,450,1,no
830.0,1,65,1.5,Miraflores,Amoblado: Amoblado,280,1,no
720.0,3,108,2,Miraflores,Amoblado: Sin amoblar,,1,no
850.0,3,87,2,Miraflores,Amoblado: Amoblado,380,1,no
700.0,1,73,1,Lince,Amoblado: Amoblado,140,1,no
750.0,1,50,1,San Isidro,,,1,no
1100.0,3,140,,Santiago de Surco,,,,no
950.0,2,110,3,Miraflores,Amoblado: Amoblado,420,1,no
1500.0,4,170,2,Miraflores,Amoblado: Sin amoblar,,,no
1300.0,2,100,2,Miraflores,Amoblado: Amoblado,500,1,no
800.0,2,120,,Miraflores,Amoblado: Sin amoblar,380,1,no
925.0,1,63,2,Barranco,,,,no
1300.0,3,130,2.5,Miraflores,Amoblado: Amoblado,450,2,no
1800.0,3,160,3,Miraflores,Amoblado: Amoblado,500,2,no
1400.0,3,190,2.5,Miraflores,,500,1,no
1400.0,3,150,2.5,San Isidro,Amoblado: Amoblado,350,1,no
1050.0,3,160,,Miraflores,,570,,no
1100.0,3,172,3,San Isidro,Amoblado: Amoblado,670,2,no
580.0,1,42,1,San Isidro,Amoblado: Sin amoblar,200,1,no
472.55,,78,,San Miguel,,,,no
700.0,2,78,2,Miraflores,Amoblado: Amoblado,280,1,no
500.0,1,44,1,Barranco,Amoblado: Amoblado,,1,no
750.0,2,93,,Miraflores,,380,,no
694.93,3,105,2,Miraflores,Amoblado: Amoblado,,,no
500.35,3,105,2,Pueblo Libre,Amoblado: Sin amoblar,80,,no
444.75,3,80,2,San Miguel,,,,no
550.0,1,42,1,San Isidro,Amoblado: Sin amoblar,200,1,no
555.94,3,70,2,Lince,Amoblado: Sin amoblar,230,1,no
555.94,2,70,1,San Borja,,250,,no
700.0,1,75,1,Miraflores,Amoblado: Amoblado,261,1,no
472.55,3,80,2,San Miguel,,120,,no
472.55,3,75,2,San Miguel,,,,no
500.35,3,90,2,Pueblo Libre,,80,,no
333.56,1,52,1,Breña,,,,no
780.0,1,50,,San Isidro,Amoblado: Amoblado,286,,no
611.53,3,90,2,Jesus Maria,Amoblado: Sin amoblar,100,1,no
750.52,2,70,2,Miraflores,Amoblado: Amoblado,230,1,si
1600.0,3,253,4,Miraflores,,800,1,no
2400.0,3,250,3.5,Miraflores,Amoblado: Amoblado,700,2,no
555.94,3,88,2,San Miguel,Amoblado: Sin amoblar,200,1,no
600.0,3,86,2,Barranco,Amoblado: Sin amoblar,230,1,no
900.0,2,87,2,Miraflores,Amoblado: Semi-amoblado,300,1,no
750.52,3,80,1,Miraflores,Amoblado: Sin amoblar,300,1,no
700.0,2,65,2,San Isidro,Amoblado: Amoblado,180,2,no
1200.0,3,177,2,San Isidro,Amoblado: Semi-amoblado,650,1,no
1900.0,3,280,3.5,Santiago de Surco,Amoblado: Sin amoblar,507,2,no
1945.79,3,200,4,San Isidro,Amoblado: Amoblado,850,2,no
667.13,3,115,2,Santiago de Surco,Amoblado: Sin amoblar,150,1,no
1500.0,3,140,4,San Isidro,Amoblado: Amoblado,480,2,no
1850.0,4,240,,Santiago de Surco,Amoblado: Sin amoblar,680,2,si
8000.0,6,695,6.5,Barranco,Amoblado: Sin amoblar,2,5,si
750.0,3,86,3,Miraflores,Amoblado: Amoblado,240,1,no
750.0,2,105,3,Santiago de Surco,Amoblado: Sin amoblar,380,1,no
1400.0,3,164,3,San Isidro,Amoblado: Semi-amoblado,540,2,no
1800.0,4,265,3,Santiago de Surco,,550,3,no
750.0,2,80,2,Miraflores,Amoblado: Amoblado,300,1,no
6000.0,4,753,4.5,Barranco,,2,,no
5500.0,3,370,3,San Isidro,Amoblado: Sin amoblar,,,no
900.0,2,130,2.5,San Isidro,Amoblado: Amoblado,442,1,si
800.0,3,113,2,Lince,,280,1,si
555.94,1,60,1,Santiago de Surco,Amoblado: Amoblado,155,1,no
1400.0,3,200,3,Santiago de Surco,Amoblado: Sin amoblar,750,2,no
2900.0,4,320,3.5,Barranco,Amoblado: Sin amoblar,1,2,si
620.0,2,70,1,San Isidro,Amoblado: Semi-amoblado,100,,no
2000.0,3,190,2,Miraflores,Amoblado: Sin amoblar,578,1,no
500.35,2,75,2,Magdalena del Mar,Amoblado: Sin amoblar,170,,si
600.0,1,38,1,Barranco,Amoblado: Sin amoblar,200,1,no
1000.0,2,119,2,Miraflores,Amoblado: Amoblado,560,2,no
780.0,2,101,2,Santiago de Surco,Amoblado: Sin amoblar,340,,no
1000.0,3,128,2,Lince,,,,no
1600.0,3,242,3.5,San Isidro,Amoblado: Sin amoblar,1,3,si
1300.0,3,250,3,Miraflores,Amoblado: Sin amoblar,1,2,no
3800.0,4,445,4,Miraflores,Amoblado: Sin amoblar,,3,si
4000.0,3,330,5,San Isidro,Amoblado: Amoblado,1,3,no
4000.0,3,315,2.5,San Isidro,Amoblado: Sin amoblar,1,2,si
1100.0,3,120,2,Miraflores,Amoblado: Amoblado,350,1,no
416.96,1,32,1,Lince,Amoblado: Sin amoblar,120,,si
458.65,2,105,2,San Miguel,Amoblado: Semi-amoblado,150,,no
550.0,1,60,1,San Isidro,Amoblado: Amoblado,265,1,no
2500.0,3,320,3,San Isidro,Amoblado: Sin amoblar,1,2,no
1250.0,3,192,2,San Borja,Amoblado: Amoblado,200,2,no
1250.0,3,140,4,Santiago de Surco,Amoblado: Sin amoblar,550,,no
1600.0,3,242,3,San Isidro,,1,2,no
90000.0,1,75,1,San Miguel,Amoblado: Sin amoblar,250,1,no
694.93,3,130,3,La Molina,Amoblado: Sin amoblar,350,,si
1300.0,3,180,3.5,Santiago de Surco,,,,no
900.0,2,100,2.5,Lince,,350,1,no
800.0,3,93,3,Miraflores,Amoblado: Sin amoblar,220,1,no
528.14,2,80,2,San Borja,Amoblado: Sin amoblar,150,,no
700.0,2,65,,San Isidro,Amoblado: Amoblado,180,1,no
1150.0,2,110,2,Miraflores,Amoblado: Semi-amoblado,380,2,no
750.0,3,85,2,Lince,Amoblado: Sin amoblar,300,1,no
277.97,3,80,3,Chaclacayo,,130,1,no
555.94,3,85,2,Magdalena del Mar,,225,1,no
2000.0,3,210,2.5,Miraflores,Amoblado: Amoblado,700,1,no
600.0,4,105,2,San Miguel,,85,,no
900.0,3,140,4,Miraflores,Amoblado: Sin amoblar,350,1,no
1300.0,3,140,4,Santiago de Surco,Amoblado: Sin amoblar,480,,no
1700.0,3,196,4,San Isidro,Amoblado: Amoblado,883,1,no
730.0,3,110,3,Santiago de Surco,Amoblado: Sin amoblar,250,,no
512.0,2,90,1,La Victoria,,,,no
550.0,1,50,1,San Borja,Amoblado: Sin amoblar,250,,no
1300.0,1,89,2,Miraflores,Amoblado: Semi-amoblado,400,1,no
583.74,3,135,2,Santiago de Surco,Amoblado: Sin amoblar,150,1,no
1400.0,3,200,4,Miraflores,Amoblado: Sin amoblar,634,2,no
514.24,3,80,1,Magdalena del Mar,Amoblado: Semi-amoblado,200,,no
2000.0,2,160,2,San Isidro,,,,no
1300.0,3,140,4,Santiago de Surco,Amoblado: Sin amoblar,550,,no
3400.0,2,260,2,San Isidro,Amoblado: Amoblado,,,no
1900.0,3,200,2,Barranco,Amoblado: Sin amoblar,780,2,no
416.96,1,55,1,Pueblo Libre,Amoblado: Sin amoblar,1,,si
990.0,3,150,2.5,San Borja,Amoblado: Sin amoblar,350,1,no
2000.0,2,169,3,Miraflores,Amoblado: Semi-amoblado,600,2,no
1000.0,1,110,1.5,San Isidro,Amoblado: Amoblado,500,1,no
650.0,2,100,2,Miraflores,Amoblado: Sin amoblar,100,1,no
1290.0,4,200,4,San Borja,,200,2,no
1000.0,3,113,4,Magdalena del Mar,Amoblado: Semi-amoblado,430,1,si
800.0,2,85,2,Miraflores,Amoblado: Amoblado,290,1,no
1100.0,3,1,3,Santiago de Surco,Amoblado: Sin amoblar,500,2,no
1100.0,2,110,2,San Isidro,Amoblado: Amoblado,330,1,no
5000.0,5,528,7,Santiago de Surco,,,,no
1200.0,1,140,,Miraflores,Amoblado: Amoblado,,1,no
900.0,3,100,3,Miraflores,Amoblado: Sin amoblar,350,1,no
1200.0,3,138,4,Miraflores,Amoblado: Sin amoblar,480,2,no
430.85,2,60,1,Pueblo Libre,,80,,no
2800.0,4,316,4.5,San Isidro,Amoblado: Sin amoblar,980,2,no
694.93,1,48,1,Barranco,Amoblado: Sin amoblar,350,1,no
790.0,1,60,2,Miraflores,Amoblado: Amoblado,220,,si
800.0,3,90,2,Miraflores,Amoblado: Sin amoblar,300,1,no
1250.0,3,140,3,Santiago de Surco,Amoblado: Sin amoblar,500,,no
2350.0,3,195,3,Miraflores,,900,3,no
1700.0,3,140,,Santiago de Surco,,550,2,no
800.0,3,84,3,Miraflores,Amoblado: Semi-amoblado,300,1,no
667.13,3,90,2,Santiago de Surco,Amoblado: Sin amoblar,150,1,no
900.0,2,85,2,Miraflores,Amoblado: Sin amoblar,300,1,no
1100.0,3,140,2,San Isidro,Amoblado: Amoblado,738,1,no
800.0,2,78,2,Jesus Maria,Amoblado: Sin amoblar,200,1,no
1300.0,3,150,2,San Isidro,Amoblado: Sin amoblar,520,1,no
950.0,2,84,2,Barranco,Amoblado: Semi-amoblado,350,1,no
1600.0,3,242,,San Isidro,Amoblado: Sin amoblar,1,2,si
555.94,3,95,2,Santiago de Surco,Amoblado: Sin amoblar,150,1,no
472.55,3,75,2,Santiago de Surco,,,,no
1900.0,3,360,4,Santiago de Surco,,,,no
361.36,1,65,1,San Borja,Amoblado: Amoblado,200,,no
1500.0,3,150,2.5,San Isidro,Amoblado: Amoblado,550,2,no
900.0,3,90,3,Lince,Amoblado: Sin amoblar,360,2,no
1700.0,3,180,3,San Isidro,Amoblado: Amoblado,573,2,si
5500.0,3,617,2.5,San Isidro,Amoblado: Sin amoblar,2,3,no
486.45,3,85,2,Santiago de Surco,Amoblado: Sin amoblar,150,1,no
2000.0,3,190,2,Miraflores,Amoblado: Sin amoblar,578,1,no
2900.0,3,319,3.5,Barranco,,1,,no
1200.0,2,125,,Miraflores,,,2,no
1300.0,2,120,2.5,Miraflores,Amoblado: Amoblado,340,2,no
1300.0,4,200,2,Barranco,Amoblado: Amoblado,500,2,no
1000.0,2,90,3,Lince,Amoblado: Sin amoblar,250,1,no
950.0,3,90,3,Lince,Amoblado: Sin amoblar,360,2,no
528.14,3,75,2,Santiago de Surco,Amoblado: Semi-amoblado,190,1,si
1400.0,2,107,3,San Isidro,Amoblado: Sin amoblar,750,1,no
2100.0,1,90,1,Miraflores,Amoblado: Amoblado,1,,no
361.36,2,68,2,San Borja,,200,,no
1100.0,3,185,4,Santiago de Surco,,,,no
625.43,3,85,2,Miraflores,,300,1,no
1100.0,2,120,2,Miraflores,Amoblado: Amoblado,100,,no
1300.0,2,100,2,Barranco,,,,no
3800.0,3,309,3.5,San Isidro,,2,3,no
600.0,1,50,1,Miraflores,Amoblado: Amoblado,253,2,no
1600.0,3,200,3,San Isidro,Amoblado: Amoblado,320,1,no
1300.0,3,131,2.5,San Isidro,Amoblado: Amoblado,420,2,si
1000.0,2,121,2,San Isidro,Amoblado: Sin amoblar,300,1,no
850.0,2,90,2,Miraflores,Amoblado: Sin amoblar,324,1,no
1600.0,3,175,2.5,San Isidro,Amoblado: Sin amoblar,650,2,si
694.93,2,82,2,San Miguel,Amoblado: Sin amoblar,250,,no
833.91,4,100,4,Jesus Maria,,280,1,no
850.0,3,115,3,Santiago de Surco,Amoblado: Sin amoblar,400,,no
444.75,3,71,1,San Miguel,,100,,no
555.94,3,95,2,Santiago de Surco,Amoblado: Sin amoblar,150,1,no
110.0,1,90,1,Miraflores,Amoblado: Amoblado,,,no
361.36,2,60,2,Los Olivos,Amoblado: Semi-amoblado,,,no
850.0,2,85,1,Barranco,Amoblado: Amoblado,350,1,no
1111.88,3,150,3,Santiago de Surco,Amoblado: Semi-amoblado,,1,no
850.0,3,150,2,Jesus Maria,Amoblado: Amoblado,150,,no
555.94,3,100,1,La Molina,Amoblado: Amoblado,350,,si
277.97,2,58,2,Ate,,100,,no
1350.0,2,215,2.5,Miraflores,Amoblado: Sin amoblar,600,2,no
1050.0,4,130,2,Santiago de Surco,,,,no
1000.0,2,98,3,Miraflores,,,1,no
900.0,1,47,1,Barranco,Amoblado: Amoblado,240,2,no
1100.0,2,140,2,Miraflores,Amoblado: Amoblado,300,1,no
2750.0,3,240,4,Barranco,Amoblado: Sin amoblar,1,2,no
800.0,1,70,2,Miraflores,Amoblado: Amoblado,220,1,no
750.0,3,98,2,San Borja,,280,1,no
1500.0,2,110,2,Barranco,Amoblado: Sin amoblar,170,,no
750.0,1,46,1,San Isidro,Amoblado: Semi-amoblado,280,1,no
2300.0,3,215,4,San Isidro,,,,no
1150.0,2,215,2.5,Miraflores,Amoblado: Amoblado,600,2,no
850.0,3,113,2,Surquillo,,,,no
444.75,3,60,1,Santiago de Surco,,,,no
2000.0,3,182,2.5,San Isidro,Amoblado: Amoblado,1,2,no
900.0,2,128,2,San Isidro,Amoblado: Amoblado,442,,no
472.55,2,75,2,Magdalena del Mar,,200,,no
472.55,1,45,1,Lince,Amoblado: Sin amoblar,140,,no
1100.0,1,108,3,Miraflores,Amoblado: Amoblado,330,1,no
850.0,2,100,2,Santiago de Surco,Amoblado: Sin amoblar,300,1,no
1250.0,2,150,3,San Isidro,,580,3,no
700.0,2,80,2,Miraflores,Amoblado: Sin amoblar,,1,no
1290.0,2,193,3,Miraflores,,350,2,no
1000.0,1,105,1,San Isidro,Amoblado: Amoblado,,,no
2500.0,3,360,4,San Isidro,Amoblado: Amoblado,1,2,no
1000.0,2,100,2,Santiago de Surco,,,,no
750.0,2,74,,Surquillo,Amoblado: Amoblado,250,1,no
778.32,3,103,2,San Borja,,,,no
719.94,3,80,2,Magdalena del Mar,Amoblado: Amoblado,180,,no
500.35,2,75,1,Los Olivos,Amoblado: Amoblado,,,no
667.13,3,104,3,San Borja,,,,no
890.0,3,130,3,Santiago de Surco,,270,2,no
1800.0,3,150,2,Miraflores,Amoblado: Amoblado,750,,no
670.0,2,92,1.5,Miraflores,Amoblado: Amoblado,350,1,no
650.0,1,49,1,Lince,Amoblado: Amoblado,250,,no
277.97,2,100,1,Los Olivos,Amoblado: Amoblado,,,no
1200.0,3,185,3,Miraflores,,,,no
1300.0,3,145,3,Miraflores,Amoblado: Sin amoblar,500,,no
444.75,4,120,3,Los Olivos,,,,no
780.0,3,90,2,San Borja,,350,2,no
3200.0,4,523,4.5,San Isidro,Amoblado: Sin amoblar,1,2,no
305.77,2,75,1,San Juan de Lurigancho,,,,no
1700.0,1,90,1.5,Miraflores,,,,no
5500.0,3,618,3,San Isidro,,,,no
1800.0,2,160,2,San Isidro,Amoblado: Sin amoblar,600,,no
1600.0,4,200,3,San Isidro,Amoblado: Amoblado,250,1,no
500.35,2,70,2,Santiago de Surco,,,,no
4000.0,3,335,3,San Isidro,Amoblado: Sin amoblar,2,3,si
159000.0,1,70,2,Miraflores,Amoblado: Amoblado,250,,no
1200.0,2,100,3,Miraflores,Amoblado: Amoblado,,1,no
583.74,1,60,1,San Isidro,Amoblado: Amoblado,,1,no
333.56,3,90,2,Los Olivos,,,,no
750.0,2,103,2,Miraflores,Amoblado: Amoblado,350,1,no
694.93,3,87,,Magdalena del Mar,Amoblado: Sin amoblar,280,2,no
1350.0,3,160,4,Santiago de Surco,Amoblado: Sin amoblar,800,2,no
1000.0,3,141,2,San Isidro,,,,no
950.0,3,108,3,Barranco,,,1,no
650.0,3,85,2,Lince,,300,,no
778.32,3,115,3,San Borja,,400,1,no
800.0,3,84,2,Miraflores,Amoblado: Semi-amoblado,,1,no
800.0,2,100,2,Miraflores,Amoblado: Sin amoblar,275,1,no
1000.0,3,138,2.5,Miraflores,Amoblado: Amoblado,500,1,no
1000.0,3,120,2,San Isidro,,,,no
900.0,3,94,2,Barranco,,,1,no
277.97,3,100,1,Chaclacayo,,,,no
555.94,1,43,1,Surquillo,,,,no
750.0,1,50,1,Barranco,Amoblado: Amoblado,180,,no
6500.0,4,460,3.5,Miraflores,Amoblado: Amoblado,,,no
583.74,2,65,2,Jesus Maria,,,,no
1300.0,3,110,,Santiago de Surco,Amoblado: Amoblado,,2,no
1100.0,3,138,2.5,Miraflores,Amoblado: Amoblado,500,1,no
444.75,2,32,2,San Miguel,Amoblado: Sin amoblar,50,,no
514.24,3,90,,Magdalena del Mar,,150,,no
444.75,1,40,1,Santiago de Surco,Amoblado: Sin amoblar,,,no
595.0,1,44,1,Barranco,,160,1,no
5500.0,4,617,3,San Isidro,Amoblado: Sin amoblar,2,3,no
694.93,2,90,2,Santiago de Surco,Amoblado: Sin amoblar,200,,no
790.0,2,115,2,Miraflores,Amoblado: Amoblado,395,1,no
550.0,2,65,1,Santiago de Surco,Amoblado: Sin amoblar,180,1,no
800.0,3,110,2,Santiago de Surco,,,1,no
305.77,2,60,1,Ate,,,,no
1300.0,4,198,2.5,San Isidro,Amoblado: Sin amoblar,550,3,no
1000.0,3,190,2,La Molina,Amoblado: Sin amoblar,120,2,no
694.93,4,124,2,San Borja,,,,no
750.0,3,100,2,La Molina,Amoblado: Sin amoblar,35,,si
2000.0,3,190,2.5,Miraflores,Amoblado: Sin amoblar,578,2,no
458.65,2,80,2,Pueblo Libre,,,,no
550.0,1,34,1,Barranco,,,,no
600.42,2,120,1,La Molina,Amoblado: Amoblado,350,,no
3600.0,4,370,3.5,Miraflores,Amoblado: Amoblado,1,,no
850.0,3,100,2,San Borja,Amoblado: Sin amoblar,,1,no
800.0,2,80,2,Barranco,Amoblado: Amoblado,,,no
416.96,2,40,1,Santiago de Surco,Amoblado: Sin amoblar,,,no
750.0,2,80,3,Miraflores,Amoblado: Amoblado,212,1,no
900.0,2,100,2,Miraflores,Amoblado: Amoblado,450,1,no
1800.0,3,190,2.5,San Isidro,Amoblado: Amoblado,575,2,no
920.0,2,95,2,Miraflores,,,,no
2000.0,3,290,2,Miraflores,,,,no
900.0,3,126,3,Miraflores,,,,no
555.94,3,79,2,Santiago de Surco,,,,no
1000.0,1,167,1.5,San Isidro,Amoblado: Amoblado,580,1,no
1200.0,3,181,4,Santiago de Surco,Amoblado: Sin amoblar,500,3,no
667.13,3,89,3,Surquillo,,,,no
1100.0,3,91,2,Miraflores,Amoblado: Amoblado,210,,no
861.71,2,110,2,San Isidro,Amoblado: Sin amoblar,330,1,no
1100.0,4,160,4,Santiago de Surco,,,,no
800.0,2,85,1,Miraflores,Amoblado: Amoblado,200,,no
590.0,1,70,1,Miraflores,Amoblado: Sin amoblar,270,,no
800.0,1,70,1.5,Barranco,Amoblado: Amoblado,300,1,no
1250.0,2,180,2,Miraflores,Amoblado: Amoblado,510,2,no
667.13,3,92,3,Miraflores,,400,1,no
520.0,1,50,1,Miraflores,Amoblado: Amoblado,120,,no
700.0,2,6,,San Isidro,Amoblado: Amoblado,180,2,no
1150.0,2,100,1,San Isidro,Amoblado: Amoblado,490,1,no
2500.0,2,281,2.5,San Isidro,,1,2,no
560.0,1,60,1,Miraflores,,385,,no
650.0,3,85,,Lince,Amoblado: Sin amoblar,300,,no
900.0,3,120,2,Miraflores,,270,,no
764.42,3,75,2,Surquillo,,,,no
1100.0,2,109,2,San Isidro,Amoblado: Amoblado,348,,no
610.0,1,40,1,Barranco,,,,no
2500.0,3,380,4,San Isidro,Amoblado: Sin amoblar,1,,no
550.0,1,30,1,Miraflores,Amoblado: Amoblado,,,no
236.27,1,35,1,San Martin de Porres,Amoblado: Sin amoblar,60,,no
416.96,2,60,2,Surquillo,,,,no
900.0,2,77,2,San Isidro,Amoblado: Amoblado,,,no
2700.0,2,281,4,San Isidro,Amoblado: Sin amoblar,1,2,si
639.33,2,80,2,Jesus Maria,,250,,no
1000.0,3,150,3,Magdalena del Mar,Amoblado: Amoblado,,,no
1400.0,2,154,2,San Isidro,,,,no
1350.0,1,100,2,Santiago de Surco,Amoblado: Amoblado,,,no
389.16,1,37,1,Surquillo,,,,no
1900.0,3,203,2.5,San Isidro,,,,no
650.0,2,83,1,Santiago de Surco,,,,no
800.0,1,60,1.5,Miraflores,Amoblado: Sin amoblar,,,no
500.0,3,75,2,Jesus Maria,,,,no
1400.0,2,102,2,Barranco,,,,no
555.94,4,98,2,Ate,,,,si
555.94,3,95,2,Santiago de Surco,Amoblado: Sin amoblar,,1,no
1250.0,3,112,2,Barranco,,400,1,no
850.0,1,60,1,Miraflores,Amoblado: Amoblado,,1,no
1500.0,2,150,2,San Isidro,,,,no
850.0,3,128,2,Miraflores,,294,,no
416.96,3,75,2,Chorrillos,,,,no
2000.0,3,155,3,Miraflores,Amoblado: Amoblado,450,1,no
600.0,1,60,1,Miraflores,Amoblado: Sin amoblar,,,no
250.17,2,50,1,Santiago de Surco,,,,no
583.74,3,87,2,San Miguel,,,,no
1500.0,2,211,3,Miraflores,,,,no
800.0,2,70,1,Miraflores,Amoblado: Amoblado,280,,no
830.0,3,91,2,Miraflores,Amoblado: Semi-amoblado,250,1,no
850.0,3,115,2,Santiago de Surco,Amoblado: Sin amoblar,400,1,no
350.0,2,67,1,Los Olivos,Amoblado: Sin amoblar,30,,no
583.74,1,60,1,San Miguel,Amoblado: Semi-amoblado,250,,no
486.45,2,104,2,La Molina,Amoblado: Sin amoblar,70,,no
2500.0,3,350,3,Santiago de Surco,Amoblado: Sin amoblar,1,3,no
514.24,2,85,2,Jesus Maria,,210,,no
1800.0,3,200,2,Miraflores,,,,no
700.0,1,60,1,Miraflores,Amoblado: Amoblado,280,1,no
1200.0,3,125,3,Santiago de Surco,,,,no
1490.0,3,140,4,Miraflores,,,,no
1400.0,3,196,2.5,San Borja,Amoblado: Sin amoblar,800,,no
850.0,2,100,2,Miraflores,Amoblado: Amoblado,320,1,no
2000.0,3,190,3,Miraflores,,,,no
1200.0,1,60,2,Miraflores,,,,no
1300.0,3,156,2,San Borja,,,,no
850.0,3,112,1,Miraflores,Amoblado: Semi-amoblado,430,1,no
730.0,3,100,4,Santiago de Surco,,350,2,no
260.0,2,67,1,Los Olivos,,120,,no
1300.0,3,150,2,San Isidro,,,,no
950.0,2,67,2,San Isidro,,,,no
152.88,3,89,2,Chorrillos,,,,no
1200.0,2,85,2,Miraflores,Amoblado: Amoblado,340,1,no
850.0,2,82,2,Miraflores,,450,,no
792.21,2,89,2,Lince,,,,no
1500.0,3,251,3.5,Santiago de Surco,Amoblado: Sin amoblar,760,2,no
1600.0,3,260,4,Santiago de Surco,,,,no
900.0,2,115,2,Miraflores,,,,no
850.0,2,120,1,Miraflores,Amoblado: Sin amoblar,,,si
778.32,3,133,2,San Isidro,,300,1,no
1000.0,3,110,2,Santiago de Surco,Amoblado: Amoblado,450,1,no
700.0,1,60,1,Miraflores,,170,,no
750.0,1,50,1,Miraflores,Amoblado: Amoblado,160,,no
465000.0,3,320,4,Santiago de Surco,,650,2,no
650.0,1,60,1,Barranco,Amoblado: Amoblado,195,1,no
1000.0,3,190,,Miraflores,Amoblado: Semi-amoblado,,1,no
6500.0,4,460,3.5,Miraflores,,,,no
639.33,3,80,2,Miraflores,,,,no
750.0,3,130,2,La Molina,,,,no
444.75,1,44,1,San Miguel,,250,1,no
650.0,1,65,,Barranco,,,,no
1600.0,3,180,3,Miraflores,Amoblado: Amoblado,250,2,no
555.94,3,76,2,San Miguel,,,,no
444.75,1,44,1,San Miguel,,250,,no
750.0,3,100,2,Miraflores,Amoblado: Sin amoblar,300,,no
1450.0,3,220,2,Miraflores,,750,,no
236.27,2,45,1,San Martin de Porres,,,,no
620.0,1,51,1,Magdalena del Mar,Amoblado: Amoblado,120,,no
667.13,3,95,3,Pueblo Libre,,,,no
361.36,1,45,1,Surquillo,,,,no
1350.0,3,120,2,Miraflores,Amoblado: Amoblado,270,,no
1100.0,3,190,2.5,Santiago de Surco,Amoblado: Sin amoblar,1,2,no
472.55,2,98,1,Santiago de Surco,Amoblado: Semi-amoblado,200,,no
700.0,3,90,2,Magdalena del Mar,,,,no
1300.0,2,100,2,Barranco,,,,no
15000.0,3,160,3,Punta Hermosa,,,,no
486.45,2,104,2,La Molina,,80,,no
650.0,3,85,3,Miraflores,,,,no
1200.0,3,141,4,Surquillo,,,,no
1500.0,3,205,3.5,Santiago de Surco,,,,no
583.74,2,72,2,Pueblo Libre,Amoblado: Amoblado,,,no
1500.0,2,134,4,San Isidro,,,,no
890.0,1,60,1,Miraflores,Amoblado: Amoblado,27,1,no
500.35,2,68,2,Surquillo,,,,no
555.94,3,65,2,Cercado de Lima,,,,no
1200.0,3,151,2.5,San Isidro,Amoblado: Amoblado,320,,no
1600.0,3,180,3,Miraflores,,,,no
550.0,3,85,2,Magdalena del Mar,Amoblado: Sin amoblar,,,no
800.0,2,120,2,Santiago de Surco,,,,no
208.48,1,39,1,San Juan de Lurigancho,,,,no
850.59,2,100,2,San Isidro,,,,no
800.0,2,100,2,Miraflores,,,,no
2200.0,3,200,2.5,San Isidro,,,,no
1000.0,3,120,2,Miraflores,Amoblado: Amoblado,1,1,no
1350.0,3,237,3,Santiago de Surco,Amoblado: Sin amoblar,375,2,no
1000.0,1,80,1.5,San Isidro,,476,1,no
472.55,1,56,1,Surquillo,,270,1,no
8500.0,3,150,2,Pachacamac,,,,no
1300.0,3,147,3,Santiago de Surco,,,,no
277.97,4,140,1,San Martin de Porres,,,,no
444.75,1,45,1,Lince,,,,no
700.0,1,48,2,Jesus Maria,,,,no
1000.0,2,90,2,San Isidro,,,,no
3000.0,4,450,5.5,Santiago de Surco,,1,3,no
806.11,3,82,2,San Borja,,,,no
950.0,2,95,2,Miraflores,Amoblado: Amoblado,,,no
444.75,3,64,2,San Miguel,,,,no
900.0,1,112,3,Miraflores,,,,no
389.16,3,89,1,San Miguel,,,,no
860.0,2,100,2,Miraflores,,,,no
472.55,3,74,,Santiago de Surco,,,,no
1000.0,3,112,2,Miraflores,,,,no
700.0,1,48,2,Jesus Maria,,,,no
500.35,2,49,1,Magdalena del Mar,,,,no
222.38,3,56,,Comas,,,,no
1000.0,2,90,2,Magdalena del Mar,,,,no
1100.0,3,135,2,Miraflores,,,,no
639.33,2,60,1,Santiago de Surco,,,,no
850.0,2,85,2,Miraflores,,,,no
750.52,2,90,2,Miraflores,Amoblado: Sin amoblar,248,1,no
1700.0,3,225,4,Miraflores,,,,no
1200.0,4,120,2,Miraflores,,,,no
