,Precio,NCuartos,Area,NBaños,Distrito,Amoblado,Cochera,Azotea,zona,con_cochera
974,528.14,2.0,70.0,3.0,Lince,0.0,0.0,0,6,0
975,611.53,2.0,98.0,2.0,Santiago de Surco,1.0,1.0,0,7,1
976,1400.0,4.0,177.0,4.0,Santiago de Surco,0.0,2.0,1,7,1
977,555.94,2.0,68.0,2.0,Jesus Maria,0.0,1.0,1,6,1
978,528.14,3.0,90.0,2.0,Jesus Maria,0.0,0.0,1,6,0
979,1900.0,4.0,220.0,3.0,San Isidro,2.0,2.0,0,7,1
980,555.94,3.0,90.0,2.0,Jesus Maria,0.0,1.0,0,6,1
981,880.0,2.0,98.0,2.5,Miraflores,2.0,1.0,0,7,1
982,1500.0,3.0,160.0,5.0,Miraflores,2.0,2.0,0,7,1
983,1500.0,3.0,201.0,4.0,Santiago de Surco,0.0,2.0,0,7,1
984,1700.0,3.0,360.0,3.0,Santiago de Surco,0.0,2.0,0,7,1
985,458.65,1.0,50.0,1.0,Miraflores,0.0,1.0,0,7,1
986,889.5,2.0,96.0,2.0,Miraflores,2.0,1.0,0,7,1
987,2000.0,4.0,204.0,4.0,Miraflores,2.0,1.0,1,7,1
988,500.35,2.0,65.0,2.0,Lince,0.0,0.0,1,6,0
989,600.0,1.0,100.0,1.0,Miraflores,0.0,1.0,0,7,1
990,1150.0,3.0,142.0,3.0,Miraflores,0.0,1.0,0,7,1
991,1050.0,3.0,127.0,2.0,Miraflores,1.0,1.0,0,7,1
992,750.0,1.0,43.0,1.0,San Isidro,2.0,0.0,0,7,0
994,890.0,3.0,118.0,4.0,Miraflores,0.0,2.0,0,7,1
995,550.0,2.0,70.0,1.0,Surquillo,1.0,0.0,0,8,0
996,444.75,2.0,60.0,1.0,Magdalena del Mar,0.0,0.0,0,6,0
997,611.53,4.0,85.0,3.0,Lince,0.0,1.0,0,6,1
998,1350.0,3.0,131.0,3.0,Miraflores,0.0,0.0,0,7,0
999,750.0,1.0,59.0,1.0,San Isidro,2.0,0.0,0,7,0
1000,1150.0,3.0,144.0,4.0,Santiago de Surco,0.0,0.0,0,7,0
1001,555.94,2.0,96.0,1.0,La Molina,1.0,1.0,0,7,1
1002,650.0,2.0,75.0,1.0,San Borja,2.0,0.0,0,7,0
1003,540.0,1.0,50.0,1.0,Barranco,2.0,0.0,0,8,0
1004,555.94,2.0,96.0,1.0,La Molina,1.0,1.0,0,7,1
1005,1100.0,3.0,145.0,4.0,Santiago de Surco,0.0,1.0,1,7,1
1006,1000.0,3.0,110.0,1.0,Miraflores,2.0,0.0,0,7,0
1007,444.75,1.0,45.0,1.0,Pueblo Libre,1.0,1.0,1,6,1
1008,1100.0,3.0,140.0,3.0,Santiago de Surco,0.0,2.0,0,7,1
1009,700.0,3.0,100.0,3.0,Santiago de Surco,0.0,2.0,0,7,1
1010,600.0,2.0,38.0,1.0,San Isidro,1.0,1.0,0,7,1
1011,800.0,3.0,100.0,3.0,Miraflores,0.0,1.0,0,7,1
1012,1200.0,3.0,150.0,3.0,San Isidro,2.0,2.0,0,7,1
1013,1800.0,3.0,180.0,4.0,San Isidro,2.0,0.0,1,7,0
1014,1800.0,3.0,148.0,3.0,Miraflores,2.0,1.0,1,7,1
1015,400.0,1.0,35.0,1.0,Barranco,2.0,0.0,0,8,0
1017,528.14,2.0,58.0,2.0,Cercado de Lima,0.0,0.0,0,4,0
1018,1300.0,3.0,132.0,2.0,San Isidro,0.0,0.0,0,7,0
1019,555.94,2.0,65.0,2.0,Pueblo Libre,0.0,2.0,1,6,1
1020,555.94,3.0,70.0,2.0,Lince,0.0,0.0,0,6,0
1021,528.14,1.0,50.0,1.0,Santiago de Surco,2.0,0.0,0,7,0
1022,775.0,1.0,88.0,2.0,Barranco,0.0,1.0,0,8,1
1023,1500.0,3.0,196.0,3.0,Miraflores,1.0,2.0,0,7,1
1024,611.53,3.0,70.0,2.0,Jesus Maria,0.0,0.0,0,6,0
1025,440.0,1.0,50.0,1.0,Miraflores,1.0,0.0,0,7,0
1026,1150.0,3.0,130.0,3.0,Miraflores,1.0,2.0,0,7,1
1027,750.0,3.0,122.0,3.0,Santiago de Surco,2.0,1.0,0,7,1
1028,361.36,1.0,44.0,1.0,Pueblo Libre,0.0,0.0,0,6,0
1029,611.53,1.0,47.0,2.0,Jesus Maria,0.0,0.0,0,6,0
1030,611.53,2.0,96.0,3.0,Santiago de Surco,0.0,0.0,0,7,0
1031,600.0,2.0,70.0,2.0,Barranco,0.0,1.0,0,8,1
1032,1800.0,3.0,200.0,3.0,Miraflores,0.0,0.0,0,7,0
1033,890.0,3.0,118.0,3.0,Santiago de Surco,0.0,2.0,0,7,1
1034,403.06,3.0,80.0,1.0,La Molina,0.0,1.0,0,7,1
1036,700.0,1.0,70.0,1.0,Barranco,2.0,1.0,0,8,1
1037,750.0,1.0,80.0,2.0,Miraflores,0.0,1.0,0,7,1
1038,600.0,2.0,70.0,1.0,Miraflores,0.0,0.0,0,7,0
1039,500.35,2.0,103.0,1.0,San Luis,2.0,0.0,0,5,0
1040,1500.0,2.0,60.0,1.0,Surquillo,0.0,0.0,0,8,0
1041,480.0,3.0,85.0,2.0,Santiago de Surco,1.0,1.0,0,7,1
1042,583.74,3.0,105.0,2.0,Santiago de Surco,1.0,3.0,0,7,1
1043,900.0,2.0,90.0,3.0,Miraflores,2.0,0.0,0,7,0
1044,1250.0,3.0,130.0,2.0,Barranco,2.0,1.0,0,8,1
1045,611.53,3.0,75.0,2.0,Breña,1.0,0.0,1,4,0
1046,458.65,3.0,85.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
1047,528.14,1.0,42.0,1.0,Surquillo,0.0,1.0,0,8,1
1048,500.35,3.0,74.0,2.0,Santiago de Surco,1.0,1.0,0,7,1
1049,700.0,1.0,60.0,1.0,Santiago de Surco,2.0,1.0,0,7,1
1050,560.0,2.0,55.0,1.0,Surquillo,0.0,0.0,1,8,0
1051,1200.0,2.0,96.0,2.0,Miraflores,2.0,0.0,0,7,0
1052,500.35,2.0,78.0,1.0,Pueblo Libre,0.0,0.0,0,6,0
1053,430.85,2.0,64.0,2.0,Lince,0.0,0.0,1,6,0
1054,800.0,3.0,130.0,3.0,Miraflores,0.0,1.0,0,7,1
1055,1850.0,3.0,175.0,4.0,San Isidro,1.0,0.0,0,7,0
1056,430.85,2.0,61.0,2.0,Lince,0.0,0.0,1,6,0
1057,800.0,2.0,85.0,2.0,Miraflores,2.0,1.0,0,7,1
1058,600.0,2.0,65.0,2.0,Barranco,2.0,0.0,0,8,0
1059,472.55,1.0,50.0,1.0,Breña,0.0,0.0,1,4,0
1061,1000.0,3.0,98.0,2.0,Jesus Maria,2.0,0.0,0,6,0
1064,1000.0,3.0,120.0,2.0,Miraflores,2.0,1.0,0,7,1
1065,750.0,3.0,87.0,3.0,Jesus Maria,0.0,0.0,0,6,0
1066,650.0,1.0,55.0,1.0,Santiago de Surco,0.0,1.0,0,7,1
1067,528.14,1.0,60.0,1.0,San Miguel,0.0,0.0,0,6,0
1068,550.0,1.0,45.0,1.0,Barranco,2.0,0.0,0,8,0
1070,850.0,1.0,57.0,1.0,Miraflores,2.0,0.0,0,7,0
1071,650.0,2.0,55.0,1.0,Surquillo,0.0,0.0,0,8,0
1072,736.62,2.0,90.0,2.0,Santiago de Surco,0.0,2.0,0,7,1
1073,650.0,1.0,100.0,1.0,Miraflores,1.0,0.0,0,7,0
1074,650.0,3.0,110.0,3.0,La Molina,0.0,1.0,0,7,1
1075,640.0,2.0,60.0,1.0,Miraflores,1.0,0.0,0,7,0
1076,800.0,3.0,95.0,3.0,Miraflores,2.0,0.0,0,7,0
1077,699.0,2.0,70.0,2.0,Miraflores,0.0,1.0,0,7,1
1078,650.0,1.0,65.0,1.0,Barranco,2.0,1.0,0,8,1
1079,694.93,2.0,100.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
1080,1200.0,3.0,103.0,2.0,Miraflores,2.0,0.0,0,7,0
1081,1100.0,3.0,198.0,3.0,Miraflores,0.0,0.0,0,7,0
1082,950.0,3.0,150.0,4.0,Miraflores,0.0,2.0,0,7,1
1083,1550.0,2.0,154.0,3.0,San Isidro,0.0,0.0,0,7,0
1084,600.0,3.0,82.0,2.0,Barranco,0.0,1.0,0,8,1
1085,850.0,1.0,57.0,1.0,Miraflores,2.0,0.0,0,7,0
1086,445.0,1.0,40.0,1.0,Surquillo,1.0,0.0,1,8,0
1087,750.0,3.0,90.0,2.0,Barranco,0.0,0.0,0,8,0
1088,850.0,2.0,128.0,2.0,San Isidro,2.0,0.0,0,7,0
1089,1500.0,3.0,240.0,5.0,La Molina,1.0,0.0,0,7,0
1090,800.0,3.0,110.0,3.0,Surquillo,2.0,1.0,0,8,1
1091,850.0,1.0,57.0,1.0,Miraflores,2.0,0.0,0,7,0
1093,850.0,3.0,126.0,3.0,Surquillo,0.0,1.0,0,8,1
1094,890.0,2.0,90.0,2.0,Miraflores,2.0,0.0,0,7,0
1095,1300.0,3.0,171.0,3.0,Miraflores,0.0,0.0,0,7,0
1096,403.06,3.0,67.0,2.0,Chorrillos,0.0,0.0,0,8,0
1097,850.0,3.0,91.0,3.0,Miraflores,2.0,1.0,0,7,1
1098,1500.0,2.0,150.0,2.0,San Isidro,0.0,1.0,0,7,1
1099,444.75,2.0,80.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
1100,472.55,2.0,70.0,2.0,Santiago de Surco,1.0,1.0,0,7,1
1101,750.52,2.0,65.0,2.0,Miraflores,0.0,0.0,0,7,0
1102,1150.0,2.0,100.0,2.0,Barranco,0.0,0.0,0,8,0
1103,780.0,3.0,80.0,3.0,Miraflores,0.0,0.0,0,7,0
1104,694.93,3.0,80.0,2.0,Lince,0.0,0.0,1,6,0
1105,833.91,3.0,110.0,3.0,Miraflores,2.0,1.0,0,7,1
1106,880.0,3.0,100.0,2.0,Miraflores,0.0,1.0,0,7,1
1107,650.0,3.0,86.0,2.0,Magdalena del Mar,0.0,1.0,0,6,1
1108,840.0,2.0,85.0,3.0,Miraflores,2.0,1.0,0,7,1
1109,550.0,3.0,82.0,2.0,Surquillo,0.0,1.0,0,8,1
1110,361.36,3.0,110.0,3.0,San Juan de Miraflores,0.0,0.0,0,8,0
1111,600.0,3.0,115.0,2.0,Surquillo,0.0,1.0,0,8,1
1112,800.0,2.0,128.0,2.0,Miraflores,2.0,0.0,0,7,0
1113,277.97,2.0,80.0,1.0,San Juan de Lurigancho,0.0,0.0,0,3,0
1114,730.0,3.0,96.0,2.0,Miraflores,0.0,1.0,0,7,1
1115,550.0,2.0,70.0,1.0,Surquillo,0.0,0.0,0,8,0
1116,750.0,1.0,55.0,2.0,Barranco,0.0,0.0,0,8,0
1117,430.85,3.0,80.0,1.0,Pueblo Libre,0.0,0.0,0,6,0
1118,889.5,3.0,110.0,3.0,Miraflores,2.0,1.0,0,7,1
1119,1600.0,3.0,200.0,2.0,San Isidro,0.0,2.0,0,7,1
1120,500.0,2.0,55.0,1.0,Santiago de Surco,0.0,0.0,0,7,0
1121,690.0,3.0,91.0,2.0,Miraflores,0.0,1.0,0,7,1
1122,1000.0,2.0,96.0,2.0,Miraflores,2.0,1.0,0,7,1
1123,583.74,2.0,64.0,1.0,Surquillo,0.0,0.0,0,8,0
1124,1350.0,3.0,240.0,3.0,San Isidro,0.0,0.0,0,7,0
1125,470.0,2.0,100.0,1.0,La Molina,0.0,1.0,0,7,1
1126,850.0,2.0,85.0,2.0,Miraflores,2.0,1.0,0,7,1
1127,900.0,3.0,100.0,2.0,Miraflores,2.0,1.0,0,7,1
1128,950.0,3.0,177.0,2.0,Miraflores,0.0,1.0,0,7,1
1129,1300.0,4.0,180.0,4.0,Miraflores,2.0,1.0,0,7,1
1130,700.0,1.0,60.0,1.0,Miraflores,2.0,1.0,0,7,1
1131,555.94,3.0,80.0,4.0,San Borja,0.0,0.0,0,7,0
1132,750.0,1.0,50.0,1.0,Barranco,0.0,0.0,0,8,0
1133,555.0,1.0,48.0,1.0,Miraflores,0.0,0.0,0,7,0
1134,2200.0,3.0,222.0,3.0,San Isidro,0.0,3.0,0,7,1
1135,790.0,2.0,72.0,2.0,San Isidro,0.0,1.0,0,7,1
1136,700.0,1.0,46.0,1.0,San Isidro,0.0,1.0,0,7,1
1137,1000.0,2.0,60.0,1.0,Miraflores,2.0,1.0,0,7,1
1138,950.0,4.0,145.0,4.0,Santiago de Surco,0.0,0.0,0,7,0
1139,900.0,2.0,83.0,2.0,Miraflores,0.0,0.0,0,7,0
1140,500.35,2.0,77.0,1.0,Jesus Maria,1.0,0.0,0,6,0
1141,1300.0,4.0,350.0,3.0,Miraflores,0.0,3.0,0,7,1
1142,416.96,3.0,150.0,1.0,Comas,0.0,0.0,0,1,0
1143,1000.0,2.0,112.0,2.0,San Borja,0.0,0.0,0,7,0
1144,750.0,1.0,45.0,1.0,Barranco,0.0,0.0,0,8,0
1145,694.93,3.0,80.0,2.0,Surquillo,0.0,0.0,0,8,0
1146,690.0,1.0,40.0,1.0,Magdalena del Mar,0.0,0.0,0,6,0
1147,1100.0,2.0,90.0,3.0,Miraflores,2.0,0.0,0,7,0
1148,736.62,4.0,93.0,3.0,Surquillo,0.0,0.0,0,8,0
1149,640.0,3.0,80.0,2.0,San Borja,0.0,0.0,0,7,0
1150,750.0,1.0,50.0,1.0,Barranco,0.0,0.0,0,8,0
1151,416.96,2.0,75.0,2.0,San Miguel,0.0,0.0,1,6,0
1152,778.32,3.0,148.0,2.0,Miraflores,0.0,0.0,0,7,0
1153,611.53,3.0,100.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
1154,277.97,2.0,80.0,1.0,San Juan de Lurigancho,0.0,0.0,0,3,0
1155,1000.0,2.0,100.0,2.0,San Isidro,2.0,1.0,0,7,1
1157,889.5,3.0,143.0,2.0,San Borja,0.0,0.0,0,7,0
1158,500.35,3.0,100.0,2.0,Santiago de Surco,0.0,1.0,0,7,1
1159,850.0,2.0,85.0,2.0,Miraflores,2.0,1.0,0,7,1
1160,550.0,1.0,59.0,2.0,Miraflores,0.0,0.0,0,7,0
1161,1200.0,1.0,70.0,1.0,Miraflores,0.0,0.0,0,7,0
1162,850.0,2.0,69.0,2.0,Jesus Maria,2.0,1.0,1,6,1
1163,847.81,2.0,86.0,2.0,San Isidro,0.0,0.0,0,7,0
1165,806.11,1.0,70.0,1.0,Miraflores,1.0,0.0,0,7,0
1167,450.0,1.0,51.0,2.0,Pueblo Libre,0.0,0.0,0,6,0
1168,222.38,2.0,52.0,1.0,Villa El Salvador,0.0,0.0,0,9,0
1169,850.0,3.0,140.0,3.0,Miraflores,0.0,0.0,0,7,0
1170,1500.0,3.0,170.0,3.0,Barranco,0.0,0.0,0,8,0
1171,1050.0,2.0,90.0,2.0,Miraflores,0.0,0.0,0,7,0
1172,667.13,2.0,100.0,2.0,Miraflores,0.0,0.0,0,7,0
1173,1400.0,3.0,128.0,3.0,Magdalena del Mar,0.0,0.0,0,6,0
1174,1300.0,2.0,103.0,3.0,Miraflores,0.0,0.0,0,7,0
1175,1600.0,3.0,180.0,5.0,Santiago de Surco,2.0,0.0,0,7,0
1176,1200.0,2.0,90.0,1.0,San Isidro,0.0,0.0,0,7,0
1177,1250.0,3.0,130.0,3.0,Magdalena del Mar,0.0,0.0,0,6,0
1178,611.53,3.0,120.0,2.0,Chorrillos,0.0,0.0,0,8,0
1179,347.46,2.0,65.0,2.0,El Agustino,0.0,0.0,0,5,0
1180,500.35,3.0,72.0,2.0,Santiago de Surco,0.0,1.0,0,7,1
1181,1050.0,3.0,200.0,4.0,San Borja,0.0,0.0,0,7,0
1183,700.0,1.0,60.0,1.0,Miraflores,0.0,0.0,0,7,0
1184,900.0,3.0,110.0,2.0,Miraflores,2.0,0.0,0,7,0
1185,650.0,2.0,75.0,3.0,Miraflores,1.0,1.0,0,7,1
1186,600.0,1.0,70.0,1.0,Lince,0.0,0.0,0,6,0
1187,1000.0,1.0,87.0,2.0,Miraflores,0.0,0.0,0,7,0
1188,639.33,2.0,65.0,1.0,Santiago de Surco,1.0,0.0,0,7,0
1189,555.94,4.0,84.0,2.0,San Borja,0.0,0.0,0,7,0
1190,900.0,3.0,100.0,3.0,Miraflores,0.0,0.0,0,7,0
1191,416.96,3.0,80.0,2.0,San Miguel,0.0,0.0,0,6,0
1192,800.0,3.0,100.0,3.0,Miraflores,0.0,0.0,0,7,0
1193,1160.0,1.0,90.0,1.0,Chorrillos,0.0,0.0,0,8,0
1194,900.0,2.0,90.0,3.0,Miraflores,0.0,0.0,0,7,0
1195,277.97,2.0,60.0,1.0,San Miguel,0.0,0.0,0,6,0
1196,1200.0,3.0,93.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
1197,900.0,2.0,97.0,2.0,La Molina,0.0,0.0,0,7,0
1198,650.0,2.0,80.0,1.0,Miraflores,0.0,0.0,0,7,0
1199,277.97,1.0,40.0,1.0,San Miguel,0.0,0.0,0,6,0
1201,720.0,2.0,81.0,2.0,Miraflores,0.0,0.0,0,7,0
1202,386.38,3.0,110.0,2.0,Ate,0.0,0.0,0,5,0
1203,850.0,4.0,100.0,3.0,Miraflores,0.0,0.0,0,7,0
1204,250.17,1.0,38.0,1.0,San Borja,0.0,0.0,0,7,0
1205,600.0,2.0,70.0,1.0,Miraflores,0.0,0.0,0,7,0
1206,305.77,1.0,50.0,1.0,San Isidro,0.0,1.0,0,7,1
1207,750.0,1.0,80.0,2.0,Barranco,0.0,0.0,0,8,0
1208,264.07,1.0,35.0,1.0,Jesus Maria,0.0,0.0,0,6,0
1209,236.27,1.0,30.0,1.0,Miraflores,0.0,0.0,0,7,0
1210,764.42,2.0,95.0,2.0,Miraflores,0.0,0.0,0,7,0
1211,800.0,3.0,110.0,3.0,San Borja,0.0,0.0,0,7,0
1212,650.0,2.0,45.0,2.0,Miraflores,0.0,0.0,0,7,0
1213,264.07,1.0,50.0,1.0,San Luis,0.0,0.0,0,5,0
1214,590.0,1.0,65.0,1.0,Lince,0.0,0.0,0,6,0
1215,333.56,2.0,60.0,1.0,Santiago de Surco,0.0,0.0,0,7,0
1216,305.77,1.0,49.0,2.0,Chorrillos,0.0,0.0,0,8,0
1217,277.97,2.0,50.0,1.0,Pueblo Libre,0.0,0.0,0,6,0
1218,464.21,2.0,100.0,1.0,Lince,0.0,0.0,0,6,0
1219,333.56,2.0,80.0,1.0,Surquillo,0.0,0.0,0,8,0
1220,750.0,3.0,120.0,3.0,Santiago de Surco,0.0,2.0,0,7,1
1221,1945.79,3.0,175.0,4.0,San Borja,0.0,0.0,0,7,0
1222,236.27,1.0,50.0,1.0,Pueblo Libre,0.0,0.0,0,6,0
1223,236.27,1.0,35.0,1.0,Santiago de Surco,0.0,0.0,0,7,0
1224,1600.0,3.0,180.0,4.0,Miraflores,2.0,0.0,0,7,0
1225,361.36,2.0,70.0,1.0,La Molina,0.0,0.0,0,7,0
1226,333.56,2.0,80.0,2.0,Magdalena del Mar,0.0,0.0,0,6,0
1228,208.48,1.0,38.0,1.0,Pueblo Libre,0.0,0.0,0,6,0
1229,208.48,1.0,30.0,1.0,Surquillo,0.0,0.0,0,8,0
1230,222.38,1.0,30.0,1.0,Magdalena del Mar,0.0,0.0,0,6,0
1231,611.53,1.0,47.0,2.0,Jesus Maria,0.0,0.0,0,6,0
1232,222.38,1.0,45.0,1.0,La Victoria,0.0,0.0,0,4,0
1233,361.36,2.0,90.0,1.0,Breña,0.0,0.0,0,4,0
1234,600.0,2.0,70.0,1.0,Miraflores,0.0,0.0,0,7,0
1235,361.36,3.0,75.0,1.0,San Miguel,0.0,0.0,0,6,0
1236,361.36,2.0,60.0,1.0,Magdalena del Mar,0.0,0.0,0,6,0
1237,250.17,1.0,40.0,1.0,Lince,0.0,0.0,0,6,0
1238,1200.0,3.0,120.0,4.0,Miraflores,2.0,1.0,0,7,1
1239,222.38,1.0,40.0,1.0,Breña,0.0,0.0,0,4,0
1240,540.0,2.0,59.0,2.0,Lince,0.0,0.0,0,6,0
1241,333.56,2.0,60.0,1.0,La Victoria,0.0,0.0,0,4,0
1242,277.97,2.0,60.0,1.0,San Miguel,0.0,0.0,0,6,0
1243,416.96,2.0,70.0,2.0,San Miguel,0.0,0.0,0,6,0
1244,333.56,2.0,60.0,2.0,Jesus Maria,0.0,0.0,0,6,0
1245,1300.0,3.0,114.0,3.0,San Isidro,0.0,0.0,0,7,0
1246,236.27,1.0,35.0,1.0,San Miguel,0.0,0.0,0,6,0
1247,264.07,3.0,80.0,1.0,Jesus Maria,0.0,0.0,0,6,0
1249,639.33,2.0,80.0,2.0,Magdalena del Mar,1.0,1.0,1,6,1
1250,528.14,2.0,70.0,2.0,Pueblo Libre,0.0,1.0,1,6,1
1251,1000.0,3.0,90.0,2.0,Santiago de Surco,2.0,1.0,0,7,1
1252,1400.0,3.0,82.0,2.0,Pueblo Libre,2.0,0.0,1,6,0
1253,500.35,1.0,45.0,1.0,Lince,2.0,1.0,0,6,1
1254,1389.85,4.0,145.0,4.0,San Isidro,2.0,0.0,1,7,0
1258,950.0,3.0,127.0,5.0,San Borja,0.0,1.0,0,7,1
1259,45.0,2.0,65.0,2.0,San Isidro,2.0,0.0,0,7,0
1260,1450.0,3.0,82.0,2.0,Pueblo Libre,2.0,0.0,1,6,0
1261,600.0,1.0,60.0,1.0,Lince,0.0,1.0,0,6,1
1262,389.16,3.0,87.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
1263,611.53,3.0,105.0,2.0,Magdalena del Mar,0.0,0.0,0,6,0
1264,542.04,3.0,70.0,3.0,Magdalena del Mar,0.0,1.0,0,6,1
1265,1400.0,3.0,250.0,4.0,San Borja,0.0,0.0,1,7,0
1266,2000.0,3.0,170.0,4.0,Miraflores,2.0,1.0,0,7,1
1267,444.75,3.0,80.0,2.0,Chorrillos,0.0,0.0,1,8,0
1268,1850.0,2.0,190.0,3.5,Miraflores,0.0,2.0,0,7,1
1269,1250.0,2.0,105.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
1270,1300.0,2.0,105.0,3.0,Surquillo,2.0,1.0,0,8,1
1271,444.75,1.0,66.0,2.0,Magdalena del Mar,0.0,0.0,0,6,0
1272,1400.0,3.0,160.0,3.0,San Isidro,2.0,2.0,0,7,1
1273,980.0,3.0,110.0,3.0,San Borja,0.0,0.0,0,7,0
1274,416.96,1.0,42.0,1.5,Barranco,2.0,0.0,1,8,0
1275,700.0,2.0,100.0,3.0,Magdalena del Mar,1.0,0.0,1,6,0
1276,555.94,1.0,60.0,1.0,San Miguel,1.0,1.0,0,6,1
1277,639.33,2.0,80.0,2.0,Magdalena del Mar,0.0,0.0,1,6,0
1278,542.04,1.0,116.0,1.0,Chorrillos,2.0,0.0,0,8,0
1280,750.52,2.0,65.0,2.0,Surquillo,0.0,0.0,0,8,0
1281,700.0,1.0,45.0,2.0,Barranco,2.0,0.0,0,8,0
1282,1300.0,3.0,80.0,3.0,Miraflores,2.0,1.0,1,7,1
1283,660.0,1.0,35.0,1.0,San Isidro,2.0,0.0,0,7,0
1284,526.75,1.0,120.0,1.0,Chorrillos,2.0,0.0,0,8,0
1286,778.32,3.0,100.0,3.0,Barranco,1.0,0.0,0,8,0
1287,416.96,1.0,54.0,1.0,Santiago de Surco,0.0,0.0,1,7,0
1288,1250.0,3.0,134.0,2.0,Miraflores,0.0,0.0,0,7,0
1289,700.0,2.0,90.0,2.0,San Borja,0.0,1.0,0,7,1
1290,800.0,2.0,65.0,2.0,Jesus Maria,2.0,0.0,0,6,0
1291,800.0,2.0,90.0,3.0,Miraflores,2.0,1.0,0,7,1
1292,679.0,2.0,70.0,2.0,Jesus Maria,2.0,0.0,1,6,0
1293,250.17,2.0,70.0,1.0,Los Olivos,1.0,0.0,1,2,0
1294,444.75,1.0,50.0,1.0,Surquillo,0.0,0.0,0,8,0
1295,597.64,2.0,108.0,2.0,San Borja,2.0,0.0,1,7,0
1296,277.97,2.0,60.0,1.0,Ate,0.0,0.0,0,5,0
1297,1000.0,2.0,125.0,3.0,San Isidro,1.0,0.0,1,7,0
1298,347.46,3.0,70.0,2.0,El Agustino,0.0,0.0,1,5,0
1299,778.32,2.0,96.0,2.0,Miraflores,0.0,0.0,0,7,0
1300,1150.0,3.0,100.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
1301,1750.0,3.0,240.0,3.0,Miraflores,0.0,2.0,0,7,1
1302,500.0,3.0,75.0,2.0,Surquillo,0.0,0.0,0,8,0
1303,1150.0,3.0,235.0,4.0,Santiago de Surco,0.0,2.0,0,7,1
1306,264.07,2.0,53.0,2.0,Los Olivos,0.0,0.0,1,2,0
1307,1500.0,2.0,120.0,2.5,San Isidro,2.0,2.0,0,7,1
1308,1400.0,3.0,130.0,3.0,Miraflores,0.0,2.0,0,7,1
1310,1900.0,3.0,200.0,3.0,Miraflores,0.0,3.0,0,7,1
1311,472.55,2.0,70.0,2.0,Santiago de Surco,0.0,0.0,1,7,0
1312,1399.0,3.0,200.0,4.0,Santiago de Surco,0.0,2.0,0,7,1
1313,526.75,1.0,55.0,1.0,Chorrillos,2.0,0.0,0,8,0
1315,1250.0,3.0,128.0,3.0,San Isidro,1.0,1.0,0,7,1
1316,650.0,2.0,65.0,2.0,Pueblo Libre,0.0,0.0,1,6,0
1317,1500.0,3.0,235.0,2.0,San Borja,0.0,0.0,1,7,0
1318,800.0,3.0,110.0,2.0,Miraflores,0.0,2.0,0,7,1
1320,950.0,3.0,200.0,2.0,Santiago de Surco,0.0,2.0,0,7,1
1321,1500.0,3.0,140.0,3.0,Santiago de Surco,2.0,0.0,0,7,0
1322,1300.0,2.0,135.0,3.0,Miraflores,1.0,0.0,0,7,0
1323,1150.0,3.0,100.0,2.5,Santiago de Surco,2.0,0.0,0,7,0
1324,900.0,3.0,115.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
1325,2000.0,4.0,350.0,3.0,Santiago de Surco,0.0,0.0,1,7,0
1326,750.0,3.0,160.0,4.0,La Molina,2.0,0.0,1,7,0
1327,750.0,1.0,70.0,2.0,Miraflores,2.0,0.0,0,7,0
1328,164.0,1.0,40.0,1.0,San Martin de Porres,0.0,0.0,1,2,0
1329,694.93,3.0,75.0,2.0,Surquillo,0.0,0.0,0,8,0
1330,800.0,2.0,98.0,3.0,Miraflores,0.0,1.0,0,7,1
1331,555.94,1.0,60.0,1.0,Lince,0.0,0.0,0,6,0
1332,1750.0,2.0,205.0,2.0,Barranco,0.0,2.0,0,8,1
1333,650.0,2.0,91.0,3.0,Miraflores,2.0,1.0,0,7,1
1334,1350.0,1.0,104.0,2.0,Santiago de Surco,2.0,0.0,0,7,0
1335,389.16,3.0,64.0,2.0,Chorrillos,0.0,0.0,0,8,0
1336,500.35,2.0,65.0,1.0,Barranco,2.0,0.0,0,8,0
1337,778.32,3.0,110.0,3.0,Miraflores,0.0,1.0,0,7,1
1338,800.0,3.0,110.0,4.0,Magdalena del Mar,2.0,1.0,1,6,1
1339,890.0,3.0,80.0,1.0,Santiago de Surco,2.0,0.0,0,7,0
1340,208.48,4.0,110.0,3.0,Puente Piedra,0.0,0.0,0,1,0
1341,940.0,3.0,114.0,3.0,San Borja,0.0,0.0,0,7,0
1342,600.0,3.0,110.0,2.0,Lince,2.0,0.0,0,6,0
1343,750.52,3.0,105.0,3.0,Santiago de Surco,0.0,0.0,0,7,0
1344,1306.18,4.0,185.0,5.0,Santiago de Surco,0.0,0.0,0,7,0
1345,555.94,3.0,95.0,2.0,Chorrillos,0.0,0.0,0,8,0
1347,694.93,1.0,80.0,1.0,Miraflores,2.0,1.0,0,7,1
1348,166.78,1.0,50.0,1.0,San Martin de Porres,0.0,0.0,1,2,0
1349,458.65,3.0,66.0,2.0,Chorrillos,0.0,0.0,0,8,0
