,Precio,NCuartos,Area,NBaños,Distrito,Amoblado,Cochera,Azotea,zona,con_cochera
2923,486.45,2.0,104.0,1.0,San Miguel,0.0,0.0,0,6,0
2925,850.0,3.0,90.0,2.0,Miraflores,0.0,0.0,0,7,0
2926,950.0,3.0,97.0,2.0,Miraflores,2.0,0.0,0,7,0
2927,277.97,2.0,68.0,1.0,Chorrillos,0.0,0.0,0,8,0
2928,611.53,2.0,88.0,3.0,Miraflores,0.0,0.0,0,7,0
2930,222.38,1.0,20.0,1.0,San Isidro,0.0,0.0,0,7,0
2931,900.0,3.0,95.0,3.0,Magdalena del Mar,2.0,0.0,0,6,0
2932,900.0,3.0,86.0,2.0,Miraflores,0.0,0.0,0,7,0
2933,830.0,2.0,90.0,2.0,Miraflores,0.0,0.0,0,7,0
2935,800.0,3.0,160.0,3.0,Miraflores,0.0,0.0,0,7,0
2936,1100.0,2.0,89.0,2.0,Miraflores,2.0,0.0,0,7,0
2938,900.0,3.0,115.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
2939,472.55,1.0,42.0,1.0,Magdalena del Mar,0.0,0.0,0,6,0
2940,472.55,1.0,42.0,1.0,Magdalena del Mar,0.0,0.0,0,6,0
2941,850.0,2.0,93.0,2.0,Cercado de Lima,0.0,0.0,0,4,0
2942,800.0,2.0,102.0,1.0,Miraflores,0.0,0.0,0,7,0
2943,383.6,1.0,61.0,1.0,San Isidro,0.0,0.0,0,7,0
2944,1300.0,4.0,122.0,3.0,Miraflores,0.0,0.0,0,7,0
2945,806.11,3.0,138.0,2.0,Jesus Maria,0.0,0.0,0,6,0
2946,1600.0,3.0,162.0,4.0,San Isidro,2.0,0.0,1,7,0
2947,1300.0,3.0,120.0,3.0,San Borja,0.0,0.0,0,7,0
2948,900.0,2.0,113.0,2.0,Miraflores,0.0,0.0,0,7,0
2950,528.14,3.0,70.0,2.0,Surquillo,0.0,0.0,0,8,0
2951,416.96,3.0,117.0,1.0,Comas,0.0,0.0,0,1,0
2952,528.14,3.0,84.0,3.0,San Miguel,0.0,0.0,0,6,0
2953,2200.0,3.0,288.0,3.0,Chorrillos,0.0,0.0,0,8,0
2954,1500.0,4.0,200.0,4.0,Miraflores,2.0,0.0,0,7,0
2955,800.0,1.0,73.0,2.0,Miraflores,0.0,0.0,0,7,0
2956,1250.0,3.0,130.0,3.0,Miraflores,0.0,0.0,0,7,0
2957,670.0,2.0,93.0,3.0,La Molina,0.0,0.0,0,7,0
2958,333.56,2.0,90.0,1.0,San Martin de Porres,0.0,0.0,0,2,0
2959,305.77,2.0,70.0,1.0,San Martin de Porres,0.0,0.0,0,2,0
2960,667.13,4.0,110.0,2.0,La Molina,0.0,0.0,0,7,0
2961,1000.0,3.0,120.0,2.0,Miraflores,0.0,0.0,0,7,0
2962,790.0,2.0,80.0,1.0,San Isidro,0.0,0.0,0,7,0
2963,1650.0,3.0,230.0,3.0,Santiago de Surco,0.0,0.0,0,7,0
2964,1100.0,3.0,108.0,3.0,Miraflores,0.0,0.0,0,7,0
2965,1150.0,4.0,170.0,4.0,San Isidro,0.0,0.0,0,7,0
2966,900.0,3.0,90.0,2.0,Miraflores,0.0,0.0,0,7,0
2967,1300.0,3.0,150.0,3.0,San Isidro,0.0,0.0,0,7,0
2968,900.0,3.0,128.0,3.0,San Isidro,0.0,0.0,0,7,0
2969,850.0,2.0,85.0,3.0,Magdalena del Mar,0.0,0.0,0,6,0
2970,416.96,3.0,85.0,2.0,San Juan de Miraflores,0.0,0.0,0,8,0
2971,600.0,1.0,62.0,1.0,Jesus Maria,0.0,0.0,0,6,0
2973,750.0,1.0,59.0,2.0,Miraflores,0.0,0.0,0,7,0
2974,611.53,1.0,59.0,1.0,San Miguel,0.0,0.0,0,6,0
2975,486.45,4.0,130.0,2.0,Rimac,0.0,0.0,0,4,0
2976,222.38,1.0,20.0,1.0,Santiago de Surco,0.0,0.0,0,7,0
2977,1500.0,2.0,100.0,2.0,San Isidro,0.0,0.0,0,7,0
2978,583.74,1.0,61.0,1.0,Miraflores,0.0,0.0,0,7,0
2979,980.0,3.0,126.0,2.0,La Molina,0.0,0.0,0,7,0
2980,950.0,3.0,120.0,3.0,San Borja,0.0,0.0,0,7,0
2982,389.16,3.0,78.0,3.0,El Agustino,0.0,0.0,0,5,0
2983,550.0,1.0,53.0,1.0,Miraflores,0.0,0.0,0,7,0
2984,680.0,1.0,70.0,1.0,San Isidro,0.0,0.0,0,7,0
2985,890.0,3.0,110.0,3.0,Miraflores,0.0,0.0,0,7,0
2986,2100.0,3.0,210.0,2.0,San Isidro,0.0,0.0,0,7,0
2987,1800.0,3.0,217.0,4.0,Santiago de Surco,0.0,0.0,0,7,0
2988,528.14,3.0,78.0,2.0,San Miguel,0.0,0.0,0,6,0
2989,1200.0,3.0,130.0,2.0,Cercado de Lima,0.0,0.0,0,4,0
2990,1300.0,3.0,110.0,3.0,Cercado de Lima,0.0,0.0,0,4,0
2991,650.0,1.0,53.0,1.0,Barranco,0.0,0.0,0,8,0
2992,1500.0,1.0,102.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
2993,1000.0,3.0,180.0,3.0,Miraflores,0.0,0.0,0,7,0
2994,600.0,2.0,90.0,2.0,Miraflores,0.0,0.0,0,7,0
2995,444.75,2.0,75.0,1.0,Cercado de Lima,0.0,0.0,0,4,0
2996,850.0,2.0,102.0,3.0,Miraflores,0.0,0.0,0,7,0
2997,694.93,3.0,75.0,2.0,San Miguel,0.0,0.0,0,6,0
2998,890.0,2.0,80.0,2.0,Miraflores,0.0,0.0,0,7,0
3000,583.74,3.0,63.0,2.0,Lince,0.0,0.0,0,6,0
3001,555.94,4.0,90.0,3.0,San Miguel,0.0,0.0,0,6,0
3002,550.0,1.0,53.0,1.0,Miraflores,0.0,0.0,0,7,0
3003,900.0,2.0,65.0,2.0,Miraflores,2.0,0.0,0,7,0
3004,900.0,2.0,80.0,2.0,Miraflores,0.0,0.0,0,7,0
3005,486.45,2.0,110.0,1.0,La Molina,0.0,0.0,0,7,0
3006,458.65,2.0,115.0,1.0,Lince,0.0,0.0,0,6,0
3007,500.35,3.0,74.0,2.0,San Miguel,0.0,0.0,0,6,0
3008,458.65,3.0,89.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
3009,500.35,2.0,72.0,1.0,La Molina,0.0,0.0,0,7,0
3010,900.0,2.0,105.0,3.0,Miraflores,0.0,0.0,0,7,0
3011,583.74,2.0,78.0,2.0,Miraflores,0.0,0.0,0,7,0
3012,950.0,2.0,120.0,2.0,Miraflores,0.0,0.0,1,7,0
3013,500.0,1.0,70.0,1.0,Miraflores,0.0,0.0,0,7,0
3014,1000.0,3.0,115.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
3015,850.0,3.0,118.0,3.0,Miraflores,0.0,0.0,0,7,0
3016,950.0,3.0,120.0,4.0,Miraflores,0.0,0.0,0,7,0
3017,1100.0,3.0,110.0,2.0,Miraflores,0.0,0.0,0,7,0
3018,1616.12,3.0,175.0,2.0,San Isidro,0.0,0.0,0,7,0
3020,895.0,2.0,100.0,1.0,Cercado de Lima,0.0,0.0,0,4,0
3021,450.0,1.0,40.0,1.0,Santiago de Surco,0.0,0.0,0,7,0
3022,1250.0,3.0,150.0,2.0,San Isidro,0.0,0.0,0,7,0
3023,472.55,1.0,90.0,2.0,La Molina,0.0,0.0,0,7,0
3024,780.0,1.0,69.0,1.5,Miraflores,2.0,0.0,0,7,0
3025,900.0,2.0,95.0,2.0,Miraflores,0.0,0.0,0,7,0
3026,1600.0,3.0,120.0,3.0,San Isidro,0.0,0.0,0,7,0
3027,611.53,3.0,78.0,2.0,Pueblo Libre,0.0,0.0,0,6,0
3028,800.0,2.0,95.0,2.0,San Borja,0.0,0.0,0,7,0
3030,528.14,3.0,72.0,2.0,Jesus Maria,0.0,0.0,0,6,0
3031,1050.0,3.0,90.0,3.0,Miraflores,0.0,0.0,0,7,0
3032,555.94,3.0,80.0,2.0,San Miguel,0.0,0.0,0,6,0
3033,1090.0,2.0,67.0,2.0,Miraflores,0.0,0.0,0,7,0
3034,900.0,3.0,102.0,3.0,Miraflores,0.0,0.0,0,7,0
3035,473.0,2.0,54.0,1.0,Magdalena del Mar,0.0,0.0,0,6,0
3036,277.97,2.0,60.0,1.0,Santa Anita,1.0,0.0,1,5,0
3037,900.0,3.0,130.0,2.0,San Isidro,0.0,0.0,0,7,0
3038,1100.0,3.0,180.0,2.0,Miraflores,0.0,0.0,0,7,0
3040,416.96,1.0,45.0,1.0,San Miguel,0.0,0.0,0,6,0
3041,900.0,1.0,90.0,2.0,Miraflores,0.0,0.0,0,7,0
3042,222.38,2.0,10.0,1.0,San Juan de Miraflores,0.0,0.0,1,8,0
3043,850.0,2.0,75.0,2.0,San Miguel,0.0,0.0,0,6,0
3044,1700.0,2.0,210.0,4.0,Miraflores,0.0,0.0,0,7,0
3045,850.0,1.0,61.0,2.0,Miraflores,0.0,0.0,0,7,0
3046,1750.0,3.0,153.0,4.0,San Borja,0.0,0.0,0,7,0
3048,681.03,2.0,84.0,1.0,Miraflores,0.0,0.0,0,7,0
3049,650.0,1.0,60.0,1.0,Miraflores,0.0,0.0,0,7,0
3050,361.36,1.0,80.0,1.0,San Miguel,0.0,0.0,0,6,0
3052,2100.0,2.0,127.0,2.0,San Isidro,0.0,0.0,0,7,0
3053,650.0,1.0,58.0,1.0,Miraflores,0.0,0.0,0,7,0
3054,990.0,3.0,100.0,2.0,Miraflores,0.0,0.0,0,7,0
3055,1600.0,4.0,227.0,4.0,Santiago de Surco,0.0,0.0,0,7,0
3056,611.53,2.0,180.0,3.0,San Miguel,0.0,0.0,0,6,0
3059,950.0,2.0,110.0,4.0,Miraflores,0.0,0.0,0,7,0
3060,2200.0,3.0,190.0,2.0,Miraflores,0.0,0.0,0,7,0
3061,1000.0,2.0,150.0,4.0,Miraflores,0.0,0.0,0,7,0
3062,778.32,4.0,120.0,2.0,Miraflores,0.0,0.0,0,7,0
3065,611.53,1.0,40.0,1.0,Lince,0.0,0.0,0,6,0
3066,277.97,3.0,72.0,1.0,Comas,0.0,0.0,0,1,0
3067,550.0,1.0,30.0,1.0,San Isidro,0.0,0.0,0,7,0
3068,1600.0,2.0,155.0,4.0,Miraflores,0.0,0.0,0,7,0
3069,750.0,2.0,98.0,2.0,Miraflores,0.0,0.0,0,7,0
3070,694.93,2.0,95.0,2.0,Miraflores,0.0,0.0,0,7,0
3071,600.0,1.0,65.0,1.0,Miraflores,0.0,0.0,0,7,0
3072,650.0,2.0,81.0,2.0,Miraflores,0.0,0.0,0,7,0
3073,472.55,3.0,80.0,2.0,Surquillo,0.0,0.0,0,8,0
3075,264.07,2.0,50.0,1.0,Cercado de Lima,0.0,0.0,0,4,0
3076,1900.0,3.0,180.0,2.0,Miraflores,0.0,0.0,0,7,0
3077,1800.0,3.0,185.0,2.0,San Isidro,0.0,0.0,0,7,0
3078,800.0,3.0,110.0,2.0,Magdalena del Mar,0.0,0.0,0,6,0
3079,667.13,1.0,53.0,1.0,Miraflores,0.0,0.0,0,7,0
3080,305.77,1.0,30.0,1.0,San Isidro,0.0,0.0,0,7,0
3081,1150.0,3.0,140.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
3082,650.0,1.0,45.0,1.0,San Isidro,0.0,0.0,0,7,0
3083,800.0,1.0,45.0,1.0,San Miguel,2.0,0.0,0,6,0
3084,444.75,3.0,75.0,2.0,Cercado de Lima,0.0,0.0,0,4,0
3085,900.0,1.0,60.0,1.0,Miraflores,0.0,0.0,0,7,0
3086,500.35,1.0,42.0,1.0,Miraflores,0.0,0.0,0,7,0
3087,542.04,3.0,80.0,3.0,Magdalena del Mar,0.0,0.0,0,6,0
3088,900.0,2.0,146.0,2.0,San Isidro,0.0,0.0,0,7,0
3089,472.55,2.0,73.0,2.0,Pueblo Libre,0.0,0.0,0,6,0
3090,780.0,1.0,92.0,2.0,San Isidro,0.0,0.0,0,7,0
3091,950.0,2.0,127.0,2.0,Cercado de Lima,0.0,0.0,0,4,0
3092,800.0,2.0,94.0,3.0,Miraflores,0.0,0.0,0,7,0
3093,528.14,4.0,120.0,1.5,Cercado de Lima,0.0,0.0,0,4,0
3094,720.0,3.0,105.0,2.0,Santiago de Surco,0.0,1.0,0,7,1
3095,950.0,1.0,96.0,1.0,San Isidro,0.0,0.0,0,7,0
3096,416.96,2.0,75.0,1.0,Cercado de Lima,0.0,0.0,0,4,0
3097,1000.0,2.0,93.0,2.0,Miraflores,0.0,0.0,0,7,0
3098,472.55,2.0,64.0,2.0,San Miguel,0.0,0.0,0,6,0
3099,542.04,3.0,91.0,2.0,La Molina,0.0,0.0,0,7,0
3100,778.32,3.0,85.0,2.0,Miraflores,0.0,0.0,0,7,0
3101,820.0,2.0,82.0,2.0,Magdalena del Mar,0.0,0.0,1,6,0
3102,555.94,3.0,85.0,2.0,Magdalena del Mar,0.0,0.0,0,6,0
3103,555.94,3.0,70.0,1.0,Surquillo,0.0,0.0,0,8,0
3104,860.0,3.0,76.0,2.0,Jesus Maria,0.0,0.0,0,6,0
3105,750.0,1.0,65.0,1.0,Miraflores,0.0,0.0,0,7,0
3106,573.0,3.0,92.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
3107,500.35,2.0,54.0,2.0,Chorrillos,0.0,0.0,0,8,0
3108,800.0,1.0,40.0,1.0,Miraflores,0.0,0.0,0,7,0
3109,361.36,2.0,76.0,2.0,Ate,0.0,0.0,0,5,0
3110,333.56,2.0,76.0,2.0,Ate,0.0,0.0,0,5,0
3111,1100.0,3.0,150.0,2.0,San Isidro,0.0,0.0,0,7,0
3112,950.0,3.0,99.0,3.0,Lince,0.0,0.0,0,6,0
3113,657.0,3.0,79.0,2.0,Surquillo,0.0,0.0,0,8,0
3114,472.55,3.0,75.0,2.0,Breña,0.0,0.0,0,4,0
3115,1000.0,1.0,60.0,1.0,Miraflores,0.0,0.0,0,7,0
3117,950.0,3.0,120.0,2.0,Ate,0.0,0.0,1,5,0
3118,1600.0,3.0,198.0,3.0,Miraflores,0.0,0.0,0,7,0
3120,700.0,2.0,91.0,3.0,San Isidro,0.0,0.0,0,7,0
3121,222.38,2.0,65.0,1.0,Santa Anita,0.0,0.0,0,5,0
3122,500.0,1.0,50.0,1.0,Miraflores,1.0,1.0,0,7,1
3123,1900.0,3.0,190.0,2.0,San Isidro,0.0,0.0,0,7,0
3124,361.36,3.0,63.0,2.0,Chorrillos,0.0,0.0,0,8,0
3125,800.0,2.0,75.0,2.0,San Miguel,0.0,0.0,0,6,0
3126,900.0,3.0,106.0,2.0,Magdalena del Mar,0.0,0.0,0,6,0
3127,1100.0,2.0,103.0,2.0,Miraflores,0.0,0.0,0,7,0
3128,1100.0,3.0,135.0,3.0,La Molina,0.0,0.0,1,7,0
3129,689.0,3.0,79.0,2.0,Surquillo,0.0,0.0,0,8,0
3131,1000.0,3.0,115.0,1.0,Santiago de Surco,0.0,0.0,0,7,0
3132,2000.0,3.0,180.0,2.0,Cercado de Lima,0.0,0.0,0,4,0
3133,730.0,2.0,100.0,2.0,Miraflores,0.0,0.0,0,7,0
3134,2000.0,2.0,217.0,2.0,Miraflores,0.0,0.0,0,7,0
3135,1300.0,2.0,100.0,2.0,Miraflores,2.0,0.0,0,7,0
3137,1300.0,2.0,130.0,2.0,Miraflores,0.0,0.0,0,7,0
3138,1300.0,2.0,70.0,1.0,Miraflores,2.0,1.0,0,7,1
3139,528.14,3.0,70.0,3.0,Barranco,0.0,0.0,0,8,0
3140,889.5,3.0,100.0,2.0,Miraflores,0.0,0.0,0,7,0
3141,1300.0,3.0,132.0,4.0,Miraflores,0.0,0.0,0,7,0
3142,1300.0,3.0,132.0,4.0,Miraflores,0.0,0.0,0,7,0
3143,1500.0,3.0,193.0,3.0,San Isidro,0.0,0.0,0,7,0
3144,277.97,2.0,60.0,2.0,Los Olivos,0.0,0.0,0,2,0
3145,1500.0,2.0,96.0,2.0,Barranco,0.0,0.0,0,8,0
3146,1000.0,1.0,115.0,1.5,San Isidro,2.0,0.0,0,7,0
3147,1600.0,3.0,250.0,4.0,Jesus Maria,0.0,0.0,0,6,0
3148,1100.0,3.0,180.0,3.0,San Isidro,0.0,0.0,0,7,0
3149,600.0,2.0,85.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
3150,2200.0,3.0,250.0,3.0,Santiago de Surco,0.0,0.0,0,7,0
3151,1800.0,2.0,142.0,2.0,Miraflores,0.0,0.0,0,7,0
3152,694.93,2.0,106.0,1.0,Lince,0.0,0.0,0,6,0
3153,650.0,1.0,45.0,1.0,Barranco,0.0,0.0,0,8,0
3154,611.53,3.0,95.0,3.0,San Miguel,0.0,0.0,0,6,0
3155,680.0,2.0,90.0,2.0,Miraflores,0.0,0.0,0,7,0
3156,542.04,1.0,48.0,1.0,Miraflores,0.0,0.0,0,7,0
3157,1100.0,3.0,113.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
3158,416.96,3.0,140.0,2.0,La Molina,2.0,0.0,1,7,0
3159,780.0,1.0,60.0,1.0,Miraflores,0.0,0.0,0,7,0
3160,1150.0,3.0,170.0,3.0,Miraflores,0.0,0.0,0,7,0
3161,1450.0,2.0,105.0,2.0,Miraflores,0.0,0.0,0,7,0
3162,1000.0,2.0,90.0,2.0,Miraflores,0.0,0.0,0,7,0
3163,1800.0,4.0,260.0,4.0,Santiago de Surco,0.0,0.0,0,7,0
3164,1900.0,3.0,206.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
3165,1350.0,3.0,150.0,2.0,Barranco,0.0,0.0,0,8,0
3166,667.13,3.0,180.0,3.0,Jesus Maria,0.0,0.0,1,6,0
3167,1200.0,3.0,142.0,3.0,Santiago de Surco,0.0,0.0,0,7,0
3168,1500.0,3.0,180.0,4.0,San Isidro,0.0,0.0,0,7,0
3169,555.94,2.0,60.0,2.0,San Miguel,0.0,0.0,0,6,0
3170,444.75,3.0,80.0,2.0,Chorrillos,0.0,0.0,0,8,0
3171,400.0,1.0,68.0,2.0,La Molina,0.0,0.0,0,7,0
3172,1800.0,3.0,176.0,4.0,San Isidro,1.0,0.0,0,7,0
3173,1200.0,3.0,155.0,4.0,San Isidro,0.0,0.0,0,7,0
3174,1300.0,2.0,145.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
3175,500.35,2.0,68.0,1.0,San Miguel,0.0,0.0,0,6,0
3176,2200.0,4.0,340.0,3.5,Santiago de Surco,0.0,0.0,0,7,0
3177,60.0,1.0,55.0,1.0,Miraflores,2.0,0.0,0,7,0
3178,800.0,1.0,70.0,1.0,Miraflores,0.0,0.0,0,7,0
3179,138.99,2.0,20.0,1.0,San Juan de Miraflores,0.0,0.0,0,8,0
3181,1100.0,2.0,70.0,2.0,San Isidro,0.0,0.0,0,7,0
3182,850.0,3.0,108.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
3183,1500.0,3.0,190.0,4.0,San Isidro,0.0,0.0,0,7,0
3184,1400.0,3.0,125.0,2.0,Miraflores,0.0,0.0,0,7,0
3186,500.35,1.0,40.0,1.0,Miraflores,0.0,0.0,0,7,0
3187,1800.0,3.0,180.0,3.0,San Isidro,0.0,0.0,0,7,0
3188,441.0,3.0,82.0,1.0,San Miguel,0.0,0.0,0,6,0
3189,1200.0,3.0,110.0,2.0,San Isidro,2.0,0.0,0,7,0
3190,1290.0,2.0,100.0,2.0,San Isidro,0.0,0.0,0,7,0
3191,800.0,3.0,95.0,3.0,San Isidro,0.0,0.0,0,7,0
3192,650.0,2.0,94.0,2.0,Miraflores,0.0,0.0,0,7,0
3193,870.0,3.0,125.0,3.0,La Molina,0.0,0.0,0,7,0
3194,1000.0,3.0,105.0,4.0,San Isidro,0.0,0.0,0,7,0
3195,500.0,1.0,40.0,1.0,San Isidro,0.0,0.0,0,7,0
3196,458.65,2.0,55.0,1.0,Miraflores,0.0,0.0,0,7,0
3197,720.0,2.0,115.0,1.0,Lince,0.0,0.0,0,6,0
3198,625.43,3.0,80.0,2.0,San Miguel,0.0,0.0,0,6,0
3199,850.0,4.0,130.0,2.0,Miraflores,0.0,0.0,0,7,0
3200,444.75,1.0,51.0,1.0,Jesus Maria,0.0,0.0,0,6,0
3201,710.0,2.0,100.0,3.0,Miraflores,0.0,0.0,0,7,0
3202,2000.0,3.0,223.0,2.0,San Isidro,0.0,0.0,0,7,0
3203,416.96,2.0,70.0,2.0,Chorrillos,0.0,0.0,0,8,0
3204,722.72,3.0,85.0,2.0,Miraflores,0.0,0.0,0,7,0
3205,880.0,2.0,121.0,3.0,Miraflores,0.0,0.0,0,7,0
3206,1200.0,2.0,85.0,2.0,Barranco,0.0,0.0,0,8,0
3207,850.0,2.0,100.0,4.0,Miraflores,0.0,0.0,0,7,0
3208,750.0,3.0,120.0,2.0,Miraflores,0.0,0.0,0,7,0
3209,1100.0,2.0,101.0,3.0,Miraflores,0.0,0.0,0,7,0
3210,1350.0,2.0,125.0,2.0,Miraflores,0.0,0.0,0,7,0
3211,1450.0,3.0,200.0,2.0,San Isidro,0.0,0.0,0,7,0
3212,397.5,1.0,50.0,1.0,Miraflores,0.0,0.0,0,7,0
3213,750.0,2.0,86.0,2.0,Miraflores,0.0,0.0,0,7,0
3214,800.0,3.0,90.0,3.0,Miraflores,0.0,0.0,0,7,0
3215,800.0,3.0,107.0,3.0,Miraflores,0.0,0.0,0,7,0
3216,1200.0,2.0,140.0,2.0,San Isidro,2.0,2.0,0,7,1
3217,1900.0,3.0,170.0,3.0,San Isidro,0.0,0.0,0,7,0
3219,1200.0,2.0,116.0,2.0,Miraflores,0.0,0.0,0,7,0
3220,319.67,1.0,12.0,1.0,Miraflores,0.0,0.0,0,7,0
3221,486.45,3.0,85.0,2.0,San Miguel,0.0,0.0,0,6,0
3222,690.0,3.0,108.0,3.0,La Molina,0.0,0.0,0,7,0
3224,386.38,3.0,110.0,2.0,Ate,0.0,0.0,0,5,0
3225,1030.0,3.0,100.0,3.0,La Molina,0.0,0.0,0,7,0
3226,2200.0,3.0,220.0,3.0,Santiago de Surco,0.0,0.0,0,7,0
3227,844.0,2.0,94.0,2.0,Miraflores,0.0,0.0,0,7,0
3228,1200.0,3.0,156.0,2.0,Miraflores,0.0,0.0,0,7,0
3229,750.0,2.0,80.0,3.0,Miraflores,0.0,0.0,0,7,0
3230,800.0,2.0,80.0,3.0,Miraflores,0.0,0.0,0,7,0
3231,1200.0,3.0,187.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
3233,1200.0,2.0,145.0,3.0,San Isidro,0.0,0.0,0,7,0
3234,694.93,3.0,115.0,2.0,Surquillo,0.0,0.0,0,8,0
3235,611.53,3.0,98.0,3.0,Magdalena del Mar,0.0,0.0,0,6,0
3236,1200.0,2.0,147.0,2.0,San Isidro,0.0,0.0,0,7,0
3237,1500.0,3.0,137.0,2.0,Miraflores,2.0,0.0,1,7,0
3238,528.14,4.0,89.0,3.0,San Miguel,0.0,0.0,0,6,0
3239,1200.0,3.0,140.0,4.0,Miraflores,0.0,0.0,0,7,0
3240,1200.0,3.0,140.0,3.0,San Isidro,0.0,0.0,0,7,0
3241,850.0,1.0,80.0,1.0,Miraflores,2.0,0.0,0,7,0
3242,1800.0,2.0,160.0,2.0,San Isidro,0.0,0.0,0,7,0
3243,528.14,2.0,92.0,2.0,San Borja,0.0,0.0,0,7,0
3244,875.0,3.0,125.0,2.0,Jesus Maria,0.0,0.0,0,6,0
3245,1000.0,2.0,91.0,2.0,Miraflores,0.0,0.0,0,7,0
3246,1000.0,2.0,108.0,2.0,Jesus Maria,0.0,0.0,0,6,0
3247,690.0,3.0,82.0,2.0,Surquillo,0.0,0.0,0,8,0
3248,416.96,2.0,90.0,1.0,San Miguel,0.0,0.0,0,6,0
3249,472.55,1.0,50.0,1.0,Miraflores,0.0,0.0,0,7,0
3250,2000.0,3.0,230.0,3.0,San Isidro,0.0,0.0,0,7,0
3252,848.0,4.0,148.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
3253,750.0,3.0,125.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
3254,1000.0,3.0,142.0,2.0,Santiago de Surco,0.0,0.0,0,7,0
3255,500.35,2.0,60.0,1.0,Barranco,0.0,0.0,0,8,0
3256,850.0,2.0,126.0,3.0,Miraflores,0.0,0.0,0,7,0
3259,722.72,3.0,85.0,2.0,Miraflores,0.0,0.0,0,7,0
3260,600.0,1.0,60.0,1.0,San Isidro,0.0,0.0,0,7,0
3261,1500.0,3.0,203.0,3.0,Santiago de Surco,0.0,0.0,0,7,0
3263,800.0,1.0,70.0,1.0,Miraflores,0.0,0.0,0,7,0
3264,945.0,2.0,90.0,3.0,Miraflores,0.0,0.0,0,7,0
3265,1200.0,3.0,146.0,2.0,Miraflores,0.0,0.0,0,7,0
3266,1200.0,2.0,100.0,2.0,Miraflores,0.0,0.0,0,7,0
3267,778.32,1.0,70.0,1.0,Miraflores,0.0,0.0,0,7,0
3268,900.0,2.0,95.0,2.0,Miraflores,0.0,0.0,0,7,0
3269,1400.0,4.0,209.0,3.0,Miraflores,0.0,0.0,0,7,0
3270,800.0,1.0,65.0,1.0,Miraflores,0.0,0.0,0,7,0
3271,1500.0,4.0,150.0,3.0,Miraflores,0.0,0.0,0,7,0
3272,1100.0,3.0,111.0,4.0,Miraflores,0.0,0.0,0,7,0
3273,900.0,2.0,100.0,2.0,Miraflores,0.0,0.0,0,7,0
3274,1200.0,4.0,150.0,3.0,Miraflores,0.0,0.0,0,7,0
3275,60.0,1.0,60.0,1.0,Miraflores,0.0,0.0,0,7,0
3276,1200.0,2.0,145.0,2.0,Miraflores,0.0,0.0,0,7,0
3277,950.0,1.0,60.0,1.0,Miraflores,0.0,0.0,0,7,0
3278,1200.0,2.0,135.0,2.0,Miraflores,0.0,0.0,0,7,0
3279,1200.0,2.0,135.0,2.0,Miraflores,0.0,0.0,0,7,0
3280,1400.0,3.0,110.0,4.0,Miraflores,0.0,0.0,0,7,0
3281,1200.0,2.0,135.0,2.0,Miraflores,0.0,0.0,0,7,0
3282,1600.0,3.0,126.0,4.0,Miraflores,0.0,0.0,0,7,0
3283,900.0,1.0,85.0,2.0,Miraflores,0.0,0.0,0,7,0
3284,1400.0,3.0,110.0,4.0,Miraflores,0.0,0.0,0,7,0
3285,1200.0,2.0,90.0,2.0,Miraflores,0.0,0.0,0,7,0
3286,1300.0,2.0,126.0,1.0,Miraflores,0.0,0.0,0,7,0
3287,900.0,1.0,90.0,3.0,Miraflores,0.0,0.0,0,7,0
3288,1740.0,2.0,104.0,2.0,Miraflores,0.0,0.0,0,7,0
3289,1500.0,3.0,120.0,3.0,Miraflores,0.0,0.0,0,7,0
3290,1200.0,2.0,95.0,2.0,Miraflores,0.0,0.0,0,7,0
3293,1100.0,3.0,111.0,4.0,Miraflores,0.0,0.0,0,7,0
3294,1200.0,2.0,135.0,2.0,Miraflores,0.0,0.0,0,7,0
3295,885.0,2.0,80.0,2.0,Miraflores,0.0,0.0,0,7,0
3296,885.0,2.0,80.0,2.0,Miraflores,0.0,0.0,0,7,0
3297,1300.0,3.0,110.0,4.0,Miraflores,0.0,0.0,0,7,0
3298,900.0,1.0,65.0,2.0,Miraflores,0.0,0.0,0,7,0
3299,900.0,1.0,61.0,2.0,Miraflores,0.0,0.0,0,7,0
3300,900.0,1.0,62.0,2.0,Miraflores,0.0,0.0,0,7,0
3301,1100.0,2.0,101.0,2.0,Miraflores,0.0,0.0,0,7,0
3302,900.0,1.0,62.0,2.0,Miraflores,0.0,0.0,0,7,0
3303,1200.0,3.0,110.0,4.0,Miraflores,0.0,0.0,0,7,0
3304,1200.0,3.0,110.0,4.0,Miraflores,0.0,0.0,0,7,0
3305,1000.0,1.0,84.0,2.0,Miraflores,0.0,0.0,0,7,0
